Titulo,Comuna,Precio_CLP,Area_m2,Dormitorios,Baños,Estacionamientos,Precio_por_m2,Tamaño
Dpto3D/2BEstacyBodegaMetroMirador,La Florida,50000.0,,3.0,2.0,1,,Sin dato
DepartamentoenArturoPrat,Santiago,290000.0,30.0,1.0,1.0,0,9667.0,Studio / Mini (<35m2)
Cueto/Yungay/ParqueLosReyes,Santiago,450000.0,65.0,3.0,2.0,1,6923.0,Mediano (55-74m2)
DepartamentoenJoséManuelBalmaceda,Renca,340000.0,35.0,2.0,1.0,0,9714.0,Pequeño (35-54m2)
DEPARTAMENTOTottusElMolino,Independencia,,,1.0,1.0,0,,Sin dato
Marathon-G,Macul,57000.0,,3.0,2.0,1,,Sin dato
DepartamentoenConcón,Estación Central,,48.0,2.0,2.0,0,,Pequeño (35-54m2)
"2d+1b+Terraza,MetroEcuador.",Estación Central,240000.0,,2.0,1.0,0,,Sin dato
Av.VicuñaMackenna1432.Ñuñoa(96428),Ñuñoa,,,1.0,1.0,0,,Sin dato
Granoportunidadapasosdelmetro(95988),Macul,,,2.0,1.0,1,,Sin dato
CERCANOMETROGRECIA(96203),Ñuñoa,560000.0,,3.0,1.0,1,,Sin dato
"Dpto3D+2B,apasosdeMetroMMontt(90863)",Providencia,740000.0,,3.0,2.0,0,,Sin dato
SEARRIENDAHOMESTUDIO//SANTIAGO(91542),Santiago,,,1.0,1.0,0,,Sin dato
ArriendoDepto2D-ConexiónLavadora(94650),Quinta Normal,320000.0,,2.0,1.0,0,,Sin dato
ARRIENDODEDEPARTAMENTOENMAIPÚ(93345),Maipú,,,,2.0,0,,Sin dato
ARGOMEDO/PORTUGAL(88379),Santiago,470000.0,,2.0,2.0,1,,Sin dato
"CONBODEGA,DPTOIMPECABLE!(85707)",Santiago,,,1.0,1.0,0,,Sin dato
"VistaOrientedespejada,apasosdelmetro(79960)",La Cisterna,350000.0,,2.0,1.0,1,,Sin dato
ImpecableDepartamentoMetroEcuador(81177),Estación Central,190000.0,,1.0,1.0,0,,Sin dato
DEPARTAMENTOVarasMena/SanJosé,San Miguel,320000.0,34.0,1.0,1.0,0,9412.0,Studio / Mini (<35m2)
DepartamentoenAvenidaSalvadorAllende,San Miguel,390000.0,45.0,2.0,1.0,0,8667.0,Pequeño (35-54m2)
AMRPropiedadesARRIENDADpto.NUEVOAEstrenar2DB1E,San Bernardo,,49.0,2.0,1.0,1,,Pequeño (35-54m2)
2d2b2baños1estacionamientoPiscina(98804),La Florida,56500.0,,2.0,2.0,1,,Sin dato
3Dormitorios+2Baño+servicios(98840),Las Condes,962000.0,,3.0,2.0,1,,Sin dato
Departamento811,Santiago,,52.0,2.0,2.0,0,,Pequeño (35-54m2)
Departamento126,Santiago,,49.0,1.0,1.0,0,,Pequeño (35-54m2)
ModernodeptoamobladometroLasrejas1dormitorio,Estación Central,,,1.0,1.0,1,,Sin dato
AMPLIOYLUMINOSODP4D3BSERVBODEST(90509),Las Condes,1332000.0,,4.0,3.0,2,,Sin dato
ArriendoDepartamentoSantiagoCentro,Santiago,,42.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoPARQUELOSREYES/MATUCANA/QUINTANORMAL,Santiago,250000.0,45.0,2.0,1.0,0,5556.0,Pequeño (35-54m2)
Parqueforestal-metrobellasartes,Santiago,75000.0,90.0,2.0,2.0,0,833.0,Grande (75-99m2)
DEPARTAMENTOAmunategui//Rosas,Santiago,,20.0,1.0,1.0,0,,Studio / Mini (<35m2)
Eliodoro3D,Providencia,86000.0,,3.0,2.0,1,,Sin dato
VicenteHuidobropiso15,Macul,,,1.0,1.0,0,,Sin dato
SantaMaríaantiguo2D+servicio,Providencia,1250000.0,,3.0,2.0,1,,Sin dato
SanDiego3DParqueAlmagro,Santiago,60000.0,,3.0,2.0,0,,Sin dato
"DepartamentoestudioCalledos33,LaFlorida",La Florida,,,1.0,1.0,0,,Sin dato
DepartamentoenSanGumercindo077,Estación Central,,,1.0,1.0,0,,Sin dato
IncluyeEstacionamientoybodega(96945),San Joaquín,370000.0,,1.0,1.0,1,,Sin dato
ArriendoDpto2D/2B/1E(90964),Quinta Normal,,,2.0,2.0,1,,Sin dato
ArriendoEstudioenSantiagoCentro/Bodega(94751),Santiago,,,1.0,1.0,0,,Sin dato
LordCochrane/Condor(92970),Santiago,,,2.0,2.0,1,,Sin dato
BARRIOINDEPENDENCIAARRIENDODEPARTAMENTO(93186),Independencia,300000.0,,1.0,1.0,0,,Sin dato
Estacionamiento//VistaNorte(91707),Ñuñoa,750000.0,,2.0,2.0,1,,Sin dato
1(88347),La Florida,,,2.0,2.0,1,,Sin dato
"AmplioDepto64m2,2Dorm,2baños,Terraza(88584)",Ñuñoa,550000.0,,2.0,2.0,0,,Sin dato
Depto.AmpliofrenteUniversidadCentral(85194),Santiago,330000.0,,1.0,1.0,0,,Sin dato
DEPARTAMENTOSantaJulia/PerpetuaFreire,La Florida,55000.0,63.0,3.0,1.0,0,873.0,Mediano (55-74m2)
OPORTUNIDAD!(98208),Macul,,,1.0,1.0,0,,Sin dato
"SanJerónomo,SanMiguelDpto2dormitorios(24153)",San Miguel,53000.0,,2.0,2.0,1,,Sin dato
VistasdespejadasenMacul(31977),Macul,60000.0,,3.0,2.0,0,,Sin dato
Tudepartamentoideal(97777),San Miguel,,,2.0,2.0,0,,Sin dato
DEPARTAMENTOArriendoDepartamento3dormitoriosAltoMaculLaFlorida,La Florida,90000.0,105.0,3.0,2.0,0,857.0,Premium (100m2+)
DEPARTAMENTOConjuntoResidencialParqueDorsal,Conchalí,50000.0,72.0,3.0,2.0,0,694.0,Mediano (55-74m2)
DEPARTAMENTOAv.AméricoVespucio/Av.Eldescanso,Maipú,520000.0,95.0,2.0,2.0,0,5474.0,Grande (75-99m2)
DEPARTAMENTOAv.AméricoVespucio/Av.Eldescanso,Maipú,55000.0,78.0,2.0,2.0,0,705.0,Grande (75-99m2)
OFERTAARRIENDODPTOENDIEGOPORTALES3DORMITORIOSCONESTACIONAMIENTOPUENTOALTO,Puente Alto,50000.0,69.0,3.0,2.0,1,725.0,Mediano (55-74m2)
Vistadespejadaalaciudad(43017),Santiago,,,1.0,1.0,0,,Sin dato
"AmplioDepartamento,3D,LasCondes(95279)",Las Condes,1900000.0,,3.0,4.0,2,,Sin dato
Dptode2d/2b/1e/1b/enÑuñoaestilomariposa(92833),Ñuñoa,73000.0,,2.0,2.0,1,,Sin dato
APASOSDELMETROLASTORRES(87554),Macul,,,2.0,2.0,1,,Sin dato
DEPARTAMENTOSearriendaexquisitoLoftamoblado.,Providencia,620000.0,48.0,1.0,1.0,0,12917.0,Pequeño (35-54m2)
ARRIENDODEPTO713DE1DENMAPOCHO(98376),Santiago,,,1.0,1.0,0,,Sin dato
"ARRIENDODEPTODE1DENCARMEN,SANTIAGO(98375)",Santiago,,,1.0,1.0,0,,Sin dato
ARRIENDODEPTODE3DENSANTIAGOCENTRO(98374),Santiago,,,3.0,2.0,0,,Sin dato
"METROLASREJAS,BUENAMBIENTEFAMILIAR(97584)",Estación Central,,,3.0,1.0,0,,Sin dato
DEPARTAMENTOMetroSantaLucia,Santiago,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
Searriendadepartamentoenprovidencia,Providencia,1500000.0,113.0,3.0,3.0,4,13274.0,Premium (100m2+)
DEPARTAMENTOMetroBellasArtes.,Santiago,,25.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPARTAMENTOVillasana1451,Quinta Normal,,,3.0,1.0,0,,Sin dato
DEPARTAMENTOAvLibertadorBernardoO,Estación Central,200000.0,,2.0,1.0,0,,Sin dato
DEPARTAMENTODeptode3dormitoriosenAv.PedroJoséPedroAlessandriapasosdelPortalÑuñoa.,Ñuñoa,860000.0,100.0,3.0,2.0,0,8600.0,Premium (100m2+)
DEPARTAMENTOCarlosValdovinos129,San Joaquín,,,2.0,2.0,0,,Sin dato
SeArriendadptode1dormitorio1bañoenHuechuraba,Huechuraba,,,1.0,1.0,0,,Sin dato
"DEPARTAMENTOLira320,Santiago.",Santiago,,25.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoAVEYZAGUIRRECONLOMADELPARQUE089,Puente Alto,,63.0,3.0,1.0,0,,Mediano (55-74m2)
"DEPARTAMENTOArturoPrat1237,Santiago.",Santiago,,28.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPARTAMENTOEleuterioRamirez/LordCochrane,Santiago,,45.0,2.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOAvMarathon,Ñuñoa,,41.0,1.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOLasHualtatas,Vitacura,2500000.0,165.0,4.0,3.0,0,15152.0,Premium (100m2+)
"DepartamentoSEARRIENDADEPTODE2D,1BMETROLASREJAS",Estación Central,,43.0,2.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOSalesianos815,San Miguel,,44.0,1.0,1.0,0,,Pequeño (35-54m2)
ARRRIENDODEPTOSANMIGUEL2DORM2BAÑOS,San Miguel,485000.0,60.0,2.0,2.0,1,8083.0,Mediano (55-74m2)
MODERNOYLUMINOSODEPARTAMENTODE1D/1BPARAESTRENAR,Santiago,290000.0,39.0,1.0,1.0,0,7436.0,Pequeño (35-54m2)
Departamento2D2BArturoPrat,Santiago,53000.0,56.0,2.0,2.0,1,946.0,Mediano (55-74m2)
Cómodograncondominio,Santiago,,59.0,3.0,1.0,0,,Mediano (55-74m2)
DepartamentoELMOLINO/FERMINVIVACETA,Independencia,,28.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoSEBASTOPOL/VARGASDELCAMPO,San Miguel,,42.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenAvenidaMaríaRozasVelásquez,Estación Central,,50.0,2.0,2.0,0,,Pequeño (35-54m2)
BELLODEPTOENARRIENDOAPASOSDELMETRO,Estación Central,,45.0,2.0,1.0,1,,Pequeño (35-54m2)
"Depto1D1B,proximoMetroGrutadeLourdes",Quinta Normal,,40.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenEstacióncentral2D+1B+ESTAC+BOD,Santiago,450000.0,,2.0,1.0,1,,Sin dato
DepartamentoenLosAlerces,Ñuñoa,,35.0,1.0,1.0,1,,Pequeño (35-54m2)
DepartamentoAvRecoleta3D2B/Recoleta,Recoleta,490000.0,65.0,3.0,2.0,0,7538.0,Mediano (55-74m2)
DepartamentoenSanFrancisco,Santiago,440000.0,49.0,2.0,2.0,0,8980.0,Pequeño (35-54m2)
Marathon-G,Macul,57000.0,,3.0,2.0,1,,Sin dato
SantaMaríaantiguo2D+servicio,Providencia,1250000.0,,3.0,2.0,1,,Sin dato
DepartamentoenHuerfanos,Santiago,270000.0,33.0,1.0,1.0,0,8182.0,Studio / Mini (<35m2)
PoetaPedroPrado,Quinta Normal,,,2.0,2.0,0,,Sin dato
2habitaciones1bañoDepartamentoy1bodega,Santiago,,,2.0,1.0,0,,Sin dato
Departamentoenrecoleta,Recoleta,,,1.0,1.0,0,,Sin dato
CÓMODODEPARTAMENTO2DORMITORIOSEST.(94667),Ñuñoa,55000.0,,2.0,2.0,1,,Sin dato
"NuevoEstiloMariposa,vistaoriente,Nunoa(90354)",Ñuñoa,630000.0,,2.0,2.0,1,,Sin dato
IncluyeEstacionamientoybodega(86767),San Joaquín,370000.0,,1.0,1.0,1,,Sin dato
COMODODEPARTAMENTOENCENTROCIVICO(98845),Santiago,,,1.0,1.0,0,,Sin dato
DEPARTAMENTOtenientemontt1901,Ñuñoa,60000.0,,1.0,1.0,0,,Sin dato
DEPARTAMENTOUniversidadSantiagoMetroUsach,Estación Central,,45.0,2.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOKennedyLateralNorte/ParqueArauco,Vitacura,1280000.0,180.0,4.0,3.0,0,7111.0,Premium (100m2+)
DEPARTAMENTOAv.AméricoVespucio/Av.elDescanso,Maipú,520000.0,95.0,2.0,2.0,0,5474.0,Grande (75-99m2)
DEPARTAMENTOAv.AméricoVespucio/Av.Eldescanso,Maipú,,,2.0,2.0,0,,Sin dato
ArriendoDepto.Nuevoaestrenar2d+2B(99129),La Florida,52000.0,,2.0,2.0,0,,Sin dato
ArriendoDpto2D1BSantiagoCentro(99095),Santiago,,,2.0,1.0,0,,Sin dato
ArriendoDepto.3D/2B+Est-Santiago,Santiago,57000.0,72.0,3.0,2.0,1,792.0,Mediano (55-74m2)
DepartamentoA5MINUTOSCAMINANDOESTACIONMETROIRARRÁZAVALL5YL3,Santiago,400000.0,56.0,2.0,1.0,0,7143.0,Mediano (55-74m2)
DepartamentoPARQUEFORESTAL,Providencia,650000.0,74.0,2.0,2.0,0,8784.0,Mediano (55-74m2)
Exclusivodepartamentoenlascondes,Las Condes,2200000.0,200.0,4.0,4.0,2,11000.0,Premium (100m2+)
Departamentonuevoenmacul-quilín,Macul,53000.0,59.0,2.0,2.0,1,898.0,Mediano (55-74m2)
DEPARTAMENTOLosOlmos/Av.Macul,Macul,620000.0,75.0,3.0,2.0,0,8267.0,Grande (75-99m2)
"Arriendo2D+2B+2ECaminoLaPirámide6061,Huechuraba",Huechuraba,75000.0,74.0,2.0,2.0,2,1014.0,Mediano (55-74m2)
MetroSantaAna,Santiago,,,1.0,1.0,0,,Sin dato
DepartamentoenCompañíadeJesús,Santiago,,23.0,1.0,1.0,0,,Studio / Mini (<35m2)
CondominioVillasana,Quinta Normal,,,3.0,1.0,0,,Sin dato
CERCANOAESTACIONMETROSANTAISABEL,Santiago,,40.0,2.0,2.0,1,,Pequeño (35-54m2)
DEPARTAMENTOAv.KennedyconManquehue-CerroColorado-ParqueAraucana,Las Condes,925000.0,55.0,1.0,1.0,0,16818.0,Mediano (55-74m2)
QNORMALARRIENDODEPTO3D1BBOD.(96478),Quinta Normal,,,3.0,1.0,0,,Sin dato
Habiteenuncondominioagradableyarmonioso(96805),Macul,50000.0,,2.0,2.0,1,,Sin dato
DepartamentoRemodelado2Dormitorios1Baño(97079),Ñuñoa,50000.0,,2.0,1.0,1,,Sin dato
DPTOENSanBernardo3D/1B(95709),San Bernardo,,,3.0,1.0,0,,Sin dato
PasosmetroÑuble3d2b(95824),Santiago,55000.0,,3.0,2.0,0,,Sin dato
Deptoconestac.frentealmetro(95907),Santiago,,,1.0,1.0,1,,Sin dato
"AmplioDpto,2D,Vitacura(96170)",Vitacura,1406000.0,,2.0,2.0,2,,Sin dato
APASOSDELMETROLASTORRES(91406),Macul,,,2.0,2.0,1,,Sin dato
CÓMODODEPARTAMENTO2DORMITORIOSEST.(94667),Ñuñoa,55000.0,,2.0,2.0,1,,Sin dato
Arriendodeptounambientecercanoametro(95155),Santiago,,,,1.0,0,,Sin dato
3dormitorios2bañosArriendoMaipú(92928),Maipú,500000.0,,3.0,2.0,1,,Sin dato
Penthouse/espectacularVista/AltoLCondes(90424),Vitacura,1900000.0,,4.0,4.0,2,,Sin dato
DEPTOMARIPOSAESTCYBGACLBUPAMALLFLORID(91794),La Florida,56000.0,,2.0,2.0,1,,Sin dato
DEPARTAMENTOMartindeZamora//DomingoBondi,Las Condes,1200000.0,100.0,2.0,2.0,0,12000.0,Premium (100m2+)
DEPARTAMENTOCalleClaudioGay1933,Santiago,518000.0,112.0,2.0,2.0,0,4625.0,Premium (100m2+)
DEPARTAMENTOOferta-SanPablo-MetroSantaAna-Vistadespejada.,Santiago,285000.0,34.0,1.0,1.0,0,8382.0,Studio / Mini (<35m2)
DepartamentoenCarvajal,La Cisterna,,54.0,2.0,2.0,1,,Pequeño (35-54m2)
DEPARTAMENTOFranciscodeAsis//Cantagallo//LasCondes,Las Condes,1369000.0,110.0,2.0,2.0,0,12445.0,Premium (100m2+)
DepartamentoVICUÑAMACKENNAYDIAGONALVICUÑAMACKENNA,Santiago,350000.0,36.0,1.0,1.0,0,9722.0,Pequeño (35-54m2)
DEPARTAMENTOCondedeMaule4470,Estación Central,260000.0,31.0,1.0,1.0,0,8387.0,Studio / Mini (<35m2)
"DEPARTAMENTOSantaIsabel/CarmenSantiagocentroexclusivaofertaporlos2primerosmeseselvalordearriendoesde$310,000eltercermeselvalororiginalesde$330.000.",Santiago,330000.0,40.0,1.0,1.0,0,8250.0,Pequeño (35-54m2)
"DEPARTAMENTOSantaIsabel/SanFranciscoSantiagocentroexclusivaofertaporlos2primerosmeseselvalordearriendoesde$310,000eltercermeselvalororiginalesde$330.000.",Santiago,330000.0,40.0,1.0,1.0,0,8250.0,Pequeño (35-54m2)
DepartamentoSANFRANCISCOCONSANTAISABEL,Santiago,,38.0,1.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOMa-Depto1Dorm1BañoSantaVictoriaesqLira32/34m2VistaOrientepiso4,Santiago,330000.0,34.0,1.0,1.0,0,9706.0,Studio / Mini (<35m2)
DepartamentoenAvenidaSantaRosa,San Joaquín,,43.0,3.0,1.0,0,,Pequeño (35-54m2)
DEPTO2D2BESTILOMARIPOSA+ESTACYBOD/METROSANALBERTOHURTADO,Estación Central,,42.0,2.0,2.0,1,,Pequeño (35-54m2)
DepartamentoNuevoenCondedelMaule4589,Estación Central,,,1.0,1.0,0,,Sin dato
DepartamentoenCatedral1402,Santiago,,,1.0,1.0,0,,Sin dato
DepartamentoenAvLoOvalle0150,La Cisterna,,,2.0,2.0,1,,Sin dato
SEARRIENDACASINUEVOMACUL1DORMITORIO,Macul,,,1.0,1.0,0,,Sin dato
LINDODEPARAMOBLADOENLASCONDES(96823),Las Condes,1628000.0,,3.0,3.0,1,,Sin dato
"AcogedorDepto.2D+1B,LaFlorida(96274)",La Florida,,,2.0,1.0,1,,Sin dato
Departamentoenprimerpiso(89531),Providencia,54000.0,,1.0,1.0,0,,Sin dato
Dpto2ambientescercadeMetroEcuador(90841),Estación Central,,,1.0,1.0,0,,Sin dato
ArriendoDptoAmobladoenstgocentro(92755),Santiago,,,1.0,1.0,0,,Sin dato
Dptode2d/2b/1e/1b/enÑuñoaestilomariposa(92833),Ñuñoa,73000.0,,2.0,2.0,1,,Sin dato
MODERNODEPARTAMENTO(94219),Santiago,,,1.0,1.0,0,,Sin dato
MetroMirador.MallFloridaCenter(84879),La Florida,440000.0,,2.0,1.0,0,,Sin dato
Arriendodepto.Av.VicuñaMackenna(79085),La Florida,51000.0,,2.0,2.0,1,,Sin dato
DEPARTAMENTOManuelRodriguezconGeneralMackenna,Santiago,380000.0,42.0,2.0,2.0,0,9048.0,Pequeño (35-54m2)
condominioexcelenteconectividad(36973),Huechuraba,67000.0,,2.0,2.0,2,,Sin dato
DepartamentoapasosdemetroParqueAlmagro(98311),Santiago,,,2.0,2.0,1,,Sin dato
DEPARTAMENTOAméricoVespucio4455,Macul,,60.0,2.0,2.0,0,,Mediano (55-74m2)
DEPTOSEMINUEVOAMOBLADO(97629),Macul,,,1.0,1.0,1,,Sin dato
ELEGANTEDPTOCON2ESTAC.YGRANBOD(97993),Las Condes,1499990.0,,3.0,4.0,2,,Sin dato
DEPARTAMENTORosas1339,Santiago,,40.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoARRIENDODEPTO1D1BENCALLEESTADO.,Santiago,,40.0,1.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOAv.AméricoVespucio/Av.Eldescanso,Maipú,55000.0,78.0,2.0,2.0,0,705.0,Grande (75-99m2)
ArriendoDepto.2D/1B+EstyBod-EstaciónCentral,Estación Central,320000.0,42.0,2.0,1.0,1,7619.0,Pequeño (35-54m2)
DepartamentoPARQUEFORESTAL,Providencia,650000.0,74.0,2.0,2.0,0,8784.0,Mediano (55-74m2)
DepartamentoSantaAna079,La Granja,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
Lindodpto.2dorm+1baño–santiago,Santiago,370000.0,39.0,2.0,1.0,0,9487.0,Pequeño (35-54m2)
DEPARTAMENTOav.lapazconsantosdumont,Recoleta,530000.0,,2.0,2.0,0,,Sin dato
DEPARTAMENTODiagonalSantaElena2857,San Joaquín,245000.0,,2.0,2.0,0,,Sin dato
LUMINOSOYACOGEDORDEPAR.ENSANMIGUEL(98026),San Miguel,,,3.0,2.0,1,,Sin dato
OPORTUNIDADdepartamentoNUEVO1D1B+E(98630),Cerrillos,,,1.0,1.0,1,,Sin dato
DepartamentoamobladoenarriendoenÑuñoa(98772),Ñuñoa,70000.0,,2.0,2.0,1,,Sin dato
SEARRIENDADEPTONUEVODE1D1BMETROMACUL,La Florida,350000.0,40.0,1.0,1.0,0,8750.0,Pequeño (35-54m2)
ArriendoDepartamento3D1BIndependencia(97499),Independencia,,,3.0,1.0,0,,Sin dato
Dptorotondaatenas(97727),Las Condes,57000.0,,1.0,1.0,1,,Sin dato
APASOSDEMALLSPORTYCOLEGIOS(97792),Lo Barnechea,1258000.0,,2.0,2.0,2,,Sin dato
DPTOESTUDIOAMOBLADOAESTRENAR(97840),Ñuñoa,555000.0,,1.0,1.0,0,,Sin dato
DepartamentoLAGOPIRIHUEICOCONFROILANROA,La Florida,,55.0,2.0,2.0,0,,Mediano (55-74m2)
DEPARTAMENTOProfesorjuangómezmillas3003,Ñuñoa,75000.0,75.0,2.0,2.0,0,1000.0,Grande (75-99m2)
DEPARTAMENTORadal018,Estación Central,210000.0,25.0,1.0,1.0,0,8400.0,Studio / Mini (<35m2)
DEPARTAMENTOAv.AméricoVespucio/Av.Eldescanso,Maipú,,,2.0,2.0,0,,Sin dato
DepartamentoenCruchagaMontt,Quinta Normal,,50.0,3.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenCondedelmaule,Estación Central,,53.0,2.0,2.0,1,,Pequeño (35-54m2)
"DEPARTAMENTOKLG-SantoDgoconSanMartín,MetroSantaAna",Santiago,380000.0,50.0,1.0,1.0,0,7600.0,Pequeño (35-54m2)
DepartamentoTEATINOS630,Santiago,435000.0,45.0,1.0,1.0,0,9667.0,Pequeño (35-54m2)
¡tupróximohogarteespera!,Quinta Normal,320000.0,48.0,3.0,1.0,0,6667.0,Pequeño (35-54m2)
DepartamentoCENTRO,Santiago,,49.0,2.0,1.0,0,,Pequeño (35-54m2)
"DEPARTAMENTOPoravenidaindependencia,FrenteaMallindependencia",Independencia,400000.0,48.0,2.0,1.0,0,8333.0,Pequeño (35-54m2)
DEPARTAMENTOKennedy//HermanosCabot//BenitoJuarez,Las Condes,2500000.0,270.0,4.0,5.0,0,9259.0,Premium (100m2+)
DEPARTAMENTOCAUQUENE60,Ñuñoa,592000.0,62.0,2.0,2.0,0,9548.0,Mediano (55-74m2)
DEPARTAMENTOLoOvalle0330,La Cisterna,,,1.0,1.0,0,,Sin dato
DEPARTAMENTOMaríaRozasVelásquez51,Estación Central,,,2.0,1.0,0,,Sin dato
DEPARTAMENTOVillasana1451,Quinta Normal,,,3.0,1.0,0,,Sin dato
DEPARTAMENTOAvLibertadorBernardoO,Estación Central,200000.0,,2.0,1.0,0,,Sin dato
DEPARTAMENTOZañartu980,Ñuñoa,515921.0,49.0,2.0,2.0,0,10529.0,Pequeño (35-54m2)
DEPARTAMENTOZañartu980,Ñuñoa,515921.0,49.0,2.0,2.0,0,10529.0,Pequeño (35-54m2)
DepartamentoCONDOMINIODONMANUEL,Quinta Normal,,62.0,3.0,1.0,0,,Mediano (55-74m2)
DepartamentoESQUINACALETERAAMÉRICOVESPUCIO,Maipú,,65.0,2.0,2.0,0,,Mediano (55-74m2)
"""viveenelcorazónhistóricodesantiago""",Santiago,73000.0,110.0,4.0,2.0,0,664.0,Premium (100m2+)
ARRIENDODEPTOBLANCOENCALADALINDAVISTA,Santiago,300000.0,35.0,1.0,1.0,0,8571.0,Pequeño (35-54m2)
DepartamentoenDiagonalCervantes,Santiago,295000.0,38.0,1.0,1.0,0,7763.0,Pequeño (35-54m2)
DepartamentoenLíaAguirre,La Florida,,32.0,1.0,1.0,1,,Studio / Mini (<35m2)
DepartamentoenLosAlerces,Ñuñoa,,33.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoenPresidenteRiesco,Las Condes,3330000.0,314.0,4.0,4.0,3,10605.0,Premium (100m2+)
SearriendadepartamentoenIndependencia,Independencia,320000.0,45.0,2.0,1.0,0,7111.0,Pequeño (35-54m2)
DepartamentoenAvenidaVicuñaMackennaPoniente,La Florida,444000.0,60.0,2.0,2.0,1,7400.0,Mediano (55-74m2)
DepartamentoenDiagonalParaguay,Santiago,62500.0,76.0,2.0,1.0,0,822.0,Grande (75-99m2)
"DPTON°B-2513,1D+1B,CERCANOMALLBARRIOINDEPEN",Independencia,250000.0,29.0,1.0,1.0,0,8621.0,Studio / Mini (<35m2)
"DPTON°301,1D+1B,CALLECONDEDELMAULE,METROECUADOR",Estación Central,,28.0,1.0,1.0,0,,Studio / Mini (<35m2)
"DepartamentoenSanMiguel,sectorelllano",San Miguel,600000.0,70.0,2.0,2.0,1,8571.0,Mediano (55-74m2)
Arriendodepartamentoencondominioplazaquilicura,Quilicura,,58.0,2.0,1.0,1,,Mediano (55-74m2)
"Depto.Mariposa2Dorm.2baños,Estac.yBodega",Macul,,,2.0,2.0,1,,Sin dato
DepartamentoenCompañíadeJesús,Santiago,,23.0,1.0,1.0,0,,Studio / Mini (<35m2)
NatanielCox/Alonsodeovalle(95597),Santiago,400000.0,,2.0,1.0,0,,Sin dato
AmplioyElegante/QuinchoPropio(96202),Las Condes,3330000.0,,4.0,5.0,3,,Sin dato
Depto2D2BEncalada1797Stgo(92788),Santiago,450000.0,,2.0,2.0,0,,Sin dato
DPTO1DY1BA5MINGRANAVENIDA(93139),La Cisterna,,,1.0,1.0,0,,Sin dato
ADOSCUADRASYMEDIA(87090),Santiago,490000.0,,3.0,2.0,0,,Sin dato
EnarriendoSanMiguel(86486),San Miguel,300000.0,,1.0,1.0,0,,Sin dato
"Espectacularvista,espaciosyconectividad(78858)",Las Condes,2035000.0,,4.0,4.0,2,,Sin dato
DepartamentoenAvenidaVicuñaMackenna,Ñuñoa,,36.0,1.0,1.0,0,,Pequeño (35-54m2)
Departamentode1dormitorioenarriendo(42794),La Florida,,,1.0,1.0,0,,Sin dato
ARRIENDOLASCONDES(98505),Las Condes,1147000.0,,4.0,4.0,1,,Sin dato
ElMolino/Vivaceta2dormitorios(90117),Independencia,360000.0,,2.0,1.0,0,,Sin dato
SANTODOMINGO/SANMARTIN,Santiago,,40.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenSanPablo,Santiago,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoMETROMONSEÑOREYZAGUIRRE,Ñuñoa,650000.0,81.0,2.0,2.0,0,8025.0,Grande (75-99m2)
ArriendoDepto.2D/2B+EstyBod-Santiago,Santiago,,48.0,2.0,2.0,1,,Pequeño (35-54m2)
DEPARTAMENTOMetroSantaLucia,Santiago,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPARTAMENTOEXCELENTEUBICACIONAMPLIODPTO3DORMITORIOS2BAÑOS-SANTIAGOCENTRO,Santiago,52000.0,65.0,3.0,2.0,0,800.0,Mediano (55-74m2)
"Amplioycómododepto.apasosMetroÑuble,Ñuñoa",Ñuñoa,60000.0,,3.0,1.0,1,,Sin dato
Nuevoresidencialestudiometroestadionacional,Ñuñoa,320000.0,37.0,1.0,1.0,0,8649.0,Pequeño (35-54m2)
DEPARTAMENTOVicuñaMackennaconÑuble,Santiago,51000.0,60.0,2.0,2.0,0,850.0,Mediano (55-74m2)
DEPARTAMENTOLaGioconda,Las Condes,1110000.0,75.0,1.0,2.0,0,14800.0,Grande (75-99m2)
"DEPARTAMENTOCarlosXII,LasCondes",Las Condes,999000.0,70.0,2.0,2.0,0,14271.0,Mediano (55-74m2)
DEPARTAMENTOMallplazaAlameda,Estación Central,300000.0,45.0,2.0,1.0,0,6667.0,Pequeño (35-54m2)
