Titulo,Comuna,Precio_CLP,Area_m2,Dormitorios,Baños,Estacionamientos,Precio_por_m2,Tamaño
"Departamentocasinuevo,metroCementerio,Recolet",Recoleta,,53.0,2.0,1.0,0,,Pequeño (35-54m2)
"Iluminadodepartamento,estacióncentral",Santiago,,52.0,2.0,2.0,0,,Pequeño (35-54m2)
SearriendadeptoViveIndependencia,Independencia,,43.0,2.0,1.0,0,,Pequeño (35-54m2)
ArriendoDepartamentoGeneralGana1063,Santiago,,,1.0,1.0,0,,Sin dato
"ArriendoDpto1d+1b,apasosdeMetroÑUBLE",Santiago,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPARTAMENTOLUMINOSOYSECTORTRANQUILO,Santiago,370000.0,,2.0,1.0,0,,Sin dato
deptoenEstacionCentral,Huechuraba,,,1.0,1.0,0,,Sin dato
Departamentorecoleta,Recoleta,,,3.0,2.0,0,,Sin dato
"DptoSantiagoCentro2baños,2dormitorios,1est",Santiago,,47.0,2.0,2.0,1,,Pequeño (35-54m2)
Dpto.8°piso3dormitoriosenSanMiguel,San Miguel,,,3.0,1.0,0,,Sin dato
Dptode2dormitoriounograndeyunochico,Santiago,,,2.0,1.0,0,,Sin dato
Departamento1DormitorioMasEstacionamientoSant,Santiago,,40.0,1.0,1.0,1,,Pequeño (35-54m2)
Departamentoporsudueño,Estación Central,,38.0,1.0,1.0,0,,Pequeño (35-54m2)
VendoDepartamentoenRenca,Renca,,,2.0,1.0,0,,Sin dato
Arriendodeptoenindependencia,Independencia,,,1.0,1.0,0,,Sin dato
ArriendoDeptoSantosDumontRecoleta,Recoleta,480000.0,,2.0,2.0,0,,Sin dato
ArriendodptoVíctorManuelconvictoria,Santiago,,47.0,3.0,1.0,9,,Pequeño (35-54m2)
DeptofrentemallAraucomaipu,Maipú,,,2.0,2.0,1,,Sin dato
LindodeptocercanoametroParqueO&#180;Higgins,Santiago,,55.0,1.0,1.0,0,,Mediano (55-74m2)
DeptoLaFlorida,La Florida,,61.0,2.0,1.0,0,,Mediano (55-74m2)
ProyectoSanFranciscoII,Santiago,250000.0,38.0,1.0,1.0,0,6579.0,Pequeño (35-54m2)
Searrienday/ovendedepartamento2D-1BSantiago,Santiago,,,2.0,1.0,0,,Sin dato
Depto1Hab/1BañoSantaPetronila38piso17,Estación Central,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
Departamentorecoleta1D1B,Recoleta,,40.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoJoseManuelBalmaceda3751,Renca,,44.0,2.0,2.0,0,,Pequeño (35-54m2)
DepartamentoJuanaÁtaladeHirmas601,Renca,,42.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoAvenidaSantaRosa5741,San Miguel,307000.0,45.0,3.0,1.0,0,6822.0,Pequeño (35-54m2)
DepartamentoAvenidaSantaRosa5741,San Miguel,297000.0,42.0,2.0,1.0,0,7071.0,Pequeño (35-54m2)
Arriendostudioapasosmetrou.chile,Santiago,,22.0,1.0,1.0,0,,Studio / Mini (<35m2)
DEPARTAMENTOMetroescuelamilitar/sanpascual,Las Condes,50000.0,28.0,1.0,1.0,0,1786.0,Studio / Mini (<35m2)
Departamento3D2B1E,San Miguel,63000.0,,3.0,2.0,1,,Sin dato
"Dptonuevo,edificioplazaquilicura,2h1b",Quilicura,,42.0,2.0,1.0,0,,Pequeño (35-54m2)
Departamento1Dormitorio+Estacionamiento,San Joaquín,,30.0,1.0,1.0,1,,Studio / Mini (<35m2)
ArriendoDepartamento,Estación Central,,,2.0,2.0,0,,Sin dato
DepartamenteExcelenteUbicaciónRemodeladoEnStg,Santiago,50000.0,65.0,2.0,2.0,0,769.0,Mediano (55-74m2)
DptoQuintaNormalconentradaindependiente,Quinta Normal,,,1.0,1.0,0,,Sin dato
DepartamentoenarriendoMetroCiudaddelNiño,San Miguel,,45.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoArriendoEstacionCentral,Estación Central,,38.0,2.0,2.0,0,,Pequeño (35-54m2)
SantiagoCentro2Hab1bañoentregainmediata,Santiago,,42.0,2.0,1.0,0,,Pequeño (35-54m2)
Departamentodeinterior,El Bosque,,,1.0,1.0,0,,Sin dato
LindodepartamentomuycercademetroToesca,Santiago,387500.0,55.0,2.0,2.0,0,7045.0,Mediano (55-74m2)
Arriendohomestudio,Estación Central,,20.0,1.0,1.0,0,,Studio / Mini (<35m2)
BELLODEPARTAMENTOAMOBLADO1D+1BCERCADEMETROESTADIONACIONAL,Ñuñoa,,,1.0,1.0,0,,Sin dato
Departamento1dormitorio,Santiago,,,1.0,1.0,0,,Sin dato
LindoDepartamentoenSantiagoCentro,Santiago,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
METROLAMONEDA-LORDCOCHRANE-TARAPACAA(99045),Santiago,,,1.0,1.0,0,,Sin dato
DEPARTAMENTOKLG-DPTOSANTIAGOCENTROSANDIEGO,Santiago,230000.0,32.0,1.0,1.0,0,7188.0,Studio / Mini (<35m2)
"DEPARTAMENTOMapocho3521,QuintaNormal",Quinta Normal,,43.0,2.0,1.0,0,,Pequeño (35-54m2)
Impecableconestacionamientoincluido,Santiago,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoCalleMariaAuxiliadoraN°721,San Miguel,,45.0,3.0,1.0,0,,Pequeño (35-54m2)
DepartamentoIndependencia,Independencia,,,3.0,2.0,0,,Sin dato
"Departamento2Habitaciones,MetroGrutaLourdes",Quinta Normal,,45.0,2.0,1.0,0,,Pequeño (35-54m2)
"Depto,SanPablo1539",Santiago,,58.0,2.0,2.0,0,,Mediano (55-74m2)
Dptoprimerpiso,Maipú,430000.0,,3.0,1.0,0,,Sin dato
DepartamentoAvenidaSantaRosa5741,San Miguel,,45.0,3.0,1.0,0,,Pequeño (35-54m2)
DepartamentoVillasana1451,Quinta Normal,,45.0,3.0,1.0,0,,Pequeño (35-54m2)
DepartamentoAméricoVespucio1456,Quilicura,,37.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoVillasana1451,Quinta Normal,,45.0,3.0,1.0,0,,Pequeño (35-54m2)
DepartamentoJoseManuelBalmaceda3751,Renca,,42.0,2.0,2.0,0,,Pequeño (35-54m2)
DepartamentoCoronelAlvarado2505,Independencia,,37.0,2.0,1.0,0,,Pequeño (35-54m2)
DepartamentoDomingoSantaMaria2565,Independencia,,44.0,2.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOmetroCalyCanto,Santiago,,47.0,2.0,2.0,0,,Pequeño (35-54m2)
"Arriendo,DEPARTAMENTO,LASCONDES.1D/1B",Las Condes,740000.0,40.0,1.0,1.0,1,18500.0,Pequeño (35-54m2)
LindodepartamentoenarriendoStgo,Santiago,,47.0,2.0,1.0,0,,Pequeño (35-54m2)
"DepartamentomejorBarrioLaCisterna1D,1BBODEGA",La Cisterna,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
2d2bPromoción340.000Arriendasudueño,La Cisterna,,52.0,2.0,2.0,0,,Pequeño (35-54m2)
ArriendoHermosoDpto.Central2metrosCerca,Santiago,,43.0,1.0,1.0,0,,Pequeño (35-54m2)
Undormitoriolasrejas,Santiago,,32.0,1.0,1.0,0,,Studio / Mini (<35m2)
LindoyampliodepartamentocercanoametroL1,Estación Central,,55.0,2.0,2.0,0,,Mediano (55-74m2)
Arriendodpestacióncentralincluyelosgastosco,Estación Central,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
SeArriendadepartamentoapasodemetromiradorl,La Florida,60000.0,75.0,3.0,2.0,0,800.0,Grande (75-99m2)
ArriendoDepto2dormitorio+1baño/LaCisterna,La Cisterna,333000.0,,2.0,1.0,0,,Sin dato
Hermosodepartamentonuevo2Dormitorios1Baño,La Cisterna,,66.0,2.0,1.0,0,,Mediano (55-74m2)
Arriendodeptostudio-SanPablo2966,Santiago,,,1.0,1.0,0,,Sin dato
SearriendaDepartamentoconosinestacionamiento,Santiago,,,1.0,1.0,0,,Sin dato
Arriendodpto.1dormitoriometrolasrejas,Estación Central,,,1.0,1.0,0,,Sin dato
DEPARTAMENTOLUMINOSOYSECTORTRANQUILO,Santiago,370000.0,,2.0,1.0,0,,Sin dato
dptoSanMiguelcercadelmetro2d/2b,San Miguel,,68.0,2.0,2.0,1,,Mediano (55-74m2)
Departamento2hab+1baño,Santiago,50000.0,54.0,2.0,1.0,1,926.0,Pequeño (35-54m2)
DepartamentoNUEVO1D1B,Santiago,,37.0,1.0,1.0,0,,Pequeño (35-54m2)
Departamentoenpiso4,La Cisterna,,,2.0,1.0,1,,Sin dato
Depto.de1Dormitorio,Santiago,,,1.0,1.0,0,,Sin dato
DptoenvillaMacul3D2B,Macul,66000.0,81.0,3.0,2.0,1,815.0,Grande (75-99m2)
DepartamentoEstaciónCentral,Estación Central,,33.0,1.0,1.0,0,,Studio / Mini (<35m2)
SEARRIENDADEPARTAMETO1DORMITORIO,Santiago,,,1.0,1.0,1,,Sin dato
Departamentopequeño1ambte,Santiago,,,1.0,1.0,0,,Sin dato
Barrioelllano-preciosavistadespejada,Las Condes,,,1.0,1.0,0,,Sin dato
"3Hab,1Bañ,Colon1265,Independencia,MetroHospitales,RequisitosFlexibles",Independencia,,,3.0,1.0,0,,Sin dato
ArriendodepartamentonuevocercadelmetroUniversidadCatólica,Santiago,65000.0,38.0,1.0,1.0,0,1711.0,Pequeño (35-54m2)
DEPTO1DORMITORIOENSANTIAGO,Santiago,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
ALAMEDA2785CONLIBERTADCOMUNASANTIAGO,Santiago,450000.0,,3.0,1.0,0,,Sin dato
SEARRIENDADEPARTAMENTO,San Bernardo,,,3.0,1.0,1,,Sin dato
ApartamentoenCOLINA,Colina,300000.0,,1.0,1.0,1,,Sin dato
DeptodeInteriorenColina,Colina,,,1.0,1.0,0,,Sin dato
DEPARTAMENTORECIENREMODELADOIMPECABLE!,Independencia,,,1.0,1.0,0,,Sin dato
GranDepto.Interior2D/2B-¡IdealparaArrendar!,Quinta Normal,,,2.0,2.0,1,,Sin dato
DepartamentoenMarioKreutzberger1520,Santiago,,,1.0,1.0,0,,Sin dato
StudioLasCondes,Las Condes,66483.0,,1.0,1.0,1,,Sin dato
DEPARTAMENTOPabloUrzua,Independencia,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoCalleObispoManuelUmañaN°1625,Estación Central,,29.0,1.0,1.0,0,,Studio / Mini (<35m2)
Zenteno/Victoria(84782),Santiago,260000.0,,2.0,1.0,0,,Sin dato
ArriendodptoMetroUniversidaddeChile,Santiago,,37.0,1.0,1.0,0,,Pequeño (35-54m2)
Arriendodepto2dormitoriosSanMiguel,San Miguel,,,2.0,2.0,0,,Sin dato
Arriendodpto2hab1bañoSantiagocentro,Santiago,,,2.0,1.0,0,,Sin dato
Departamento5topisoQuintaNormal,Quinta Normal,,65.0,3.0,1.0,0,,Mediano (55-74m2)
ArriendoDpto.3d1bSanMiguel,Santiago,,53.0,3.0,1.0,0,,Pequeño (35-54m2)
Departamentosanmiguel2dormitorios,San Miguel,,,2.0,1.0,0,,Sin dato
Departamentoacondicionado,San Miguel,57000.0,79.0,2.0,2.0,0,722.0,Grande (75-99m2)
LaFlorida,La Florida,,35.0,1.0,1.0,1,,Pequeño (35-54m2)
Arriendodpto1dor1bañenñuñoaestadionacional,Ñuñoa,,,1.0,1.0,0,,Sin dato
Arriendodepartamentoconestacionamiento,San Bernardo,555000.0,60.0,3.0,2.0,1,9250.0,Mediano (55-74m2)
"Departamento,FrayCamiloHenriquez650",Santiago,370000.0,38.0,1.0,1.0,0,9737.0,Pequeño (35-54m2)
Lindoycómododepto2dormitorios,Santiago,,,2.0,2.0,0,,Sin dato
"Arriendohomestudio,amobladocallelordcochrane",Santiago,,24.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentodeLujoapasosDeColegioAlianza,Vitacura,1800000.0,120.0,3.0,2.0,2,15000.0,Premium (100m2+)
Departamento2b3dorm,San Miguel,,,3.0,2.0,0,,Sin dato
Arriendodepartamento3dormitorios,Quinta Normal,,,3.0,1.0,0,,Sin dato
Arriendodpto,Estación Central,,45.0,2.0,1.0,1,,Pequeño (35-54m2)
Departamento1dormitorioconestacionamiento,San Miguel,,36.0,1.0,1.0,1,,Pequeño (35-54m2)
Confortabledepartamento,Santiago,50000.0,100.0,2.0,2.0,0,500.0,Premium (100m2+)
ProyectoSanFranciscoII,Santiago,250000.0,38.0,1.0,1.0,0,6579.0,Pequeño (35-54m2)
Departamentosanmiguel,San Miguel,55000.0,54.0,2.0,2.0,1,1019.0,Pequeño (35-54m2)
¡Único!ArriendoDepartamento2D1BSanBernardo,San Bernardo,,,2.0,1.0,0,,Sin dato
DepartamentoDEPTO1D/1B-METROSANALBERTOHURTADO,Estación Central,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
ArriendodepartamentoduplexRecoleta,Recoleta,,,2.0,1.0,0,,Sin dato
"LoftAntonioBellet,ProvidenciaAmoblado",Providencia,79000.0,55.0,1.0,2.0,0,1436.0,Mediano (55-74m2)
REBAJADODepartamento2d/2d,Estación Central,,64.0,2.0,2.0,0,,Mediano (55-74m2)
ArriendoDepartamento,Providencia,,40.0,1.0,1.0,0,,Pequeño (35-54m2)
"Depto1D1BenStgocentro,metroToesca",Santiago,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
Arriendodepartamentointerior-ComunaLaGranja,La Granja,,50.0,1.0,1.0,0,,Pequeño (35-54m2)
Departamento2D+2BSantiagoCentro(+ESTyBOD),Santiago,,45.0,2.0,2.0,1,,Pequeño (35-54m2)
ArriedodepratamentoLaPintana,La Pintana,,,2.0,1.0,0,,Sin dato
Arriendodepartamentointerior,Cerrillos,,,1.0,1.0,0,,Sin dato
"DepartamentoPintorCicarelli278,SanJoaquín,RegiónMetropolitana",San Joaquín,385000.0,45.0,2.0,1.0,0,8556.0,Pequeño (35-54m2)
DepartamentoSanPetersburgo6351,San Miguel,,45.0,3.0,1.0,0,,Pequeño (35-54m2)
Arriendodepartamentoenvicuñamackenna,Lampa,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
Departamento1dormitoriocarmen/staisabel,Santiago,,,1.0,1.0,0,,Sin dato
ArriendoDepartamento,Independencia,,,2.0,1.0,0,,Sin dato
Depto2dormitoriosamplioSanMiguel,San Miguel,,,2.0,1.0,0,,Sin dato
ArriendoDepartamentoPlenoSantiagoCentro,Santiago,80000.0,96.0,2.0,3.0,0,833.0,Grande (75-99m2)
DepartamentoapasosMetroloshéroes,Santiago,400000.0,,2.0,1.0,0,,Sin dato
Departamentohomestudio,Santiago,,,1.0,1.0,0,,Sin dato
"DepartamentoAv.Portugal,metroSta.Isabel",Santiago,,59.0,2.0,2.0,0,,Mediano (55-74m2)
Depto2dormitoriosc/estac.-SantiagoCentro,Santiago,58000.0,41.0,2.0,2.0,1,1415.0,Pequeño (35-54m2)
DisponibilidadInmediata(91057),Santiago,260000.0,,1.0,1.0,0,,Sin dato
MetroSantaAna(91977),Santiago,,,2.0,1.0,0,,Sin dato
CercanoaMetro(70737),Santiago,330000.0,,1.0,1.0,1,,Sin dato
Estacionamiento//Piso22(63975),Estación Central,,,2.0,1.0,1,,Sin dato
3dormitoriosenLaCisterna,La Cisterna,,48.0,3.0,1.0,0,,Pequeño (35-54m2)
DepartamentoAvenidaSantaRosa5741,San Miguel,307000.0,48.0,3.0,1.0,0,6396.0,Pequeño (35-54m2)
DEPARTAMENTOMariaRosasVelasquez51,Estación Central,,,1.0,1.0,0,,Sin dato
DEPARTAMENTOavlastorres730,Quilicura,,,1.0,1.0,0,,Sin dato
ARRIENDODEPARTAMENTOREQUISITOSFLEXIBLES,Lampa,55000.0,58.0,3.0,2.0,1,948.0,Mediano (55-74m2)
ArriendoenCerroColorado4922,Las Condes,78000.0,,3.0,3.0,0,,Sin dato
ArriendoDepto2dormSanDiego+Estacio,Santiago,370000.0,,2.0,1.0,1,,Sin dato
Depto.1D+1B.Vistadespejada.Cercademetro,Santiago,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
"Departamento2piezas1Baño,zonaparalavadora,",Santiago,,50.0,2.0,1.0,0,,Pequeño (35-54m2)
Arriendo2D-1BSantiagocentro,Santiago,,,2.0,1.0,0,,Sin dato
Excelentedepartamento,Santiago,,,2.0,2.0,1,,Sin dato
Departamento1D1Bconaireacondicionado,Estación Central,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoWalkerMartinez,La Florida,435000.0,52.0,2.0,2.0,0,8365.0,Pequeño (35-54m2)
EncantadorDepto2Dormitorios2Baños.DirectoDu,Santiago,,55.0,2.0,2.0,0,,Mediano (55-74m2)
Arriendodpto.1dormitoriometrolasrejas,Estación Central,,,1.0,1.0,0,,Sin dato
ArriendoDepartamentoCondominioNativoMacul,Macul,55000.0,69.0,2.0,2.0,1,797.0,Mediano (55-74m2)
Arriendodepartamento,Santiago,,55.0,2.0,2.0,1,,Mediano (55-74m2)
AmplioapasosdemetroGrutadeLourdes.Arriendo,Quinta Normal,,,2.0,1.0,0,,Sin dato
DEPARTAMENTOAv.ElParron103-113,La Cisterna,,54.0,2.0,1.0,0,,Pequeño (35-54m2)
Departamento,Independencia,,,1.0,1.0,0,,Sin dato
"ArriendoDepartamentointerior,metroPajaritos",Lo Prado,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
MetroParqueBustamante2d1B,Santiago,,60.0,2.0,1.0,0,,Mediano (55-74m2)
Arriendodepartamentointeriorparaseñorosrta,Peñalolén,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
Depto2dormitorios,Pudahuel,,,2.0,2.0,0,,Sin dato
Arriendopiezaenñuñoa,Ñuñoa,,,4.0,1.0,0,,Sin dato
Departamentoamoblado,Santiago,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
ArriendoDeptoEstCentral/GastoComunInlcuido,Estación Central,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
Departamentoenarriendo,Recoleta,,,2.0,1.0,0,,Sin dato
ArriendoDepartamentosectorcomercial,San Miguel,,60.0,2.0,2.0,0,,Mediano (55-74m2)
AmplioDeptoMetroMirador,La Florida,,75.0,3.0,2.0,0,,Grande (75-99m2)
Arriendocasainterior,Huechuraba,280000.0,,1.0,1.0,0,,Sin dato
DepartamentonuevoSantaIsabel,Santiago,,37.0,1.0,1.0,0,,Pequeño (35-54m2)
Departamentoenarriendoencondominioseguro,La Granja,,55.0,3.0,1.0,0,,Mediano (55-74m2)
DepartamentoAmplioyconfortable,San Miguel,580000.0,,3.0,2.0,1,,Sin dato
Arriendodepartamentohomestudioloft/ñuñoa,Ñuñoa,,37.0,1.0,1.0,0,,Pequeño (35-54m2)
ArriendoDepartamentointeriorenLaReina,La Reina,,,1.0,1.0,0,,Sin dato
DepartamentoSantaIsabelSINCOMISIÓN,Santiago,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
Acogedordepartamentoenarriendo3D2BPadreHurtado,Padre Hurtado,,59.0,3.0,2.0,1,,Mediano (55-74m2)
departamentodosdormitoriossanisidro234,Santiago,330000.0,,2.0,1.0,0,,Sin dato
SeArriendadepartamentodeInterior,Peñalolén,,,1.0,1.0,0,,Sin dato
"ARRIENDO,ESTACIÓNCENTRAL",Estación Central,460000.0,54.0,3.0,1.0,0,8519.0,Pequeño (35-54m2)
DepartamentoAvenidaSantaRosa5741,San Miguel,307000.0,48.0,3.0,1.0,0,6396.0,Pequeño (35-54m2)
DepartamentoCoronelAlvarado2505,Independencia,375000.0,36.0,2.0,1.0,0,10417.0,Pequeño (35-54m2)
DepartamentoCalleJuanBarrosN°3885,Quinta Normal,,47.0,3.0,1.0,0,,Pequeño (35-54m2)
DepartamentoMapocho3951,Quinta Normal,,31.0,1.0,1.0,0,,Studio / Mini (<35m2)
DepartamentoAvenidaSantaRosa5741,San Miguel,307000.0,45.0,3.0,1.0,0,6822.0,Pequeño (35-54m2)
Arriendodeptocentrico,Santiago,290000.0,36.0,1.0,1.0,0,8056.0,Pequeño (35-54m2)
Departamento1609,Quinta Normal,,58.0,3.0,2.0,0,,Mediano (55-74m2)
EncantadorDepartamentode2DenArriendo,Quinta Normal,,42.0,2.0,1.0,0,,Pequeño (35-54m2)
Arriendo,La Cisterna,,63.0,2.0,1.0,0,,Mediano (55-74m2)
AlonsodeOvalle2D2BEstacionamientoyB.Dueño,Santiago,,65.0,2.0,2.0,1,,Mediano (55-74m2)
Hermosodeptometrohospitales,Independencia,,,2.0,1.0,0,,Sin dato
Depto1dormitorioMetroParqueAlmagro,Santiago,,,1.0,1.0,0,,Sin dato
CómodoDeptoAv.FernandezAlbanoLaCisterna,La Cisterna,,31.0,1.0,1.0,1,,Studio / Mini (<35m2)
Departamentoenedificioalameda,Estación Central,,,3.0,1.0,0,,Sin dato
"Arriendohermosodepto,sectorresidencialrenca",Renca,,,3.0,1.0,1,,Sin dato
Departamento,Independencia,,,1.0,1.0,0,,Sin dato
Searriendadepartamentotercerpiso,El Bosque,,,3.0,1.0,0,,Sin dato
"Depto4D,3B,EstyBod(MetroSanJoaquín)",San Joaquín,65000.0,92.0,4.0,3.0,1,707.0,Grande (75-99m2)
DepartamentoenMacul,Macul,,,2.0,1.0,0,,Sin dato
Depto2dormitorios2bañosestac6topiso,Providencia,71000.0,85.0,2.0,2.0,1,835.0,Grande (75-99m2)
"SEARRIENDADEPARTAMENTONUEVOenAv.Buzeta4460,Cerrillos,RegiónMetropolitana,Chile",Cerrillos,,,1.0,1.0,0,,Sin dato
Dpto1dorm.1bañoconBodega-MetroEcuador,Estación Central,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
Arriendodeptointeriorsectorsantacorina,Peñaflor,,50.0,1.0,1.0,2,,Pequeño (35-54m2)
"¡BELLODEPARTAMENTO2D+1B,METROECUADOR!",Estación Central,,,2.0,1.0,0,,Sin dato
Argomedo65cercaStaIsabel(Dueñosincomisión),Santiago,400000.0,60.0,2.0,2.0,1,6667.0,Mediano (55-74m2)
Homestudioradal018,Estación Central,,26.0,1.0,1.0,0,,Studio / Mini (<35m2)
LindoDpto.1D1BDepartamental-GranAvda,San Miguel,,,1.0,1.0,0,,Sin dato
HermosoDepa2D2BMetroGruta,Quinta Normal,,66.0,2.0,2.0,1,,Mediano (55-74m2)
SearriendadepartamentoenLoPrado,Lo Prado,,,2.0,1.0,0,,Sin dato
"ArriendaDepto.2dormitorios,2baños,BodegayEstacionamiento",Conchalí,,,2.0,2.0,1,,Sin dato
Departamentosde2DormenAvGrecia,Peñalolén,,,2.0,1.0,0,,Sin dato
BelloDepartamentoNuevo1D+1BCercaAMetroFranklin,San Miguel,,,1.0,1.0,0,,Sin dato
DEPARTAMENTOCondeDelMaule4364,Estación Central,,,1.0,1.0,0,,Sin dato
DEPARTAMENTOMetroescuelamilitar/felixdeamesti,Las Condes,560000.0,45.0,1.0,1.0,0,12444.0,Pequeño (35-54m2)
"DepartamentoAv.PadreHurtado9466,LaCisterna",La Cisterna,,45.0,3.0,1.0,0,,Pequeño (35-54m2)
"DepartamentoAv.PadreHurtado9466,LaCisterna",La Cisterna,437000.0,45.0,3.0,1.0,0,9711.0,Pequeño (35-54m2)
DEPARTAMENTOCercanoalMetroSantaIsabel,Santiago,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
DPTO1D/1BZENTENO1482METRORONDIZONNI,Santiago,130000.0,28.0,1.0,1.0,0,4643.0,Studio / Mini (<35m2)
"Ampliodepartamento1Dorm,MetroHospitales",Independencia,,30.0,1.0,1.0,0,,Studio / Mini (<35m2)
Departamentosanisidro951,Santiago,,50.0,2.0,1.0,0,,Pequeño (35-54m2)
Departamentosantiagocentro,Santiago,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
Departamentodeunahabitación,Santiago,320000.0,40.0,1.0,1.0,0,8000.0,Pequeño (35-54m2)
Depto2dormitorio1bañometrostaisabel,Santiago,,47.0,2.0,1.0,0,,Pequeño (35-54m2)
ArriendoDpto1Dormitorio-BarrioUniversitario,Santiago,,40.0,1.0,1.0,0,,Pequeño (35-54m2)
DepartamentoenñuñoaAMUEBLADOTOTAL,Ñuñoa,70000.0,45.0,2.0,2.0,1,1556.0,Pequeño (35-54m2)
Dpto2D1ByEstacionamiento,Estación Central,,,2.0,1.0,0,,Sin dato
Departamento4pisoparamatrimonio,Santiago,,,1.0,1.0,0,,Sin dato
"Dpto.nuevoaminutosdelcentro,sincorredor",Renca,,43.0,2.0,1.0,0,,Pequeño (35-54m2)
ArriendoDeptoSantosDumontRecoleta,Recoleta,480000.0,,2.0,2.0,0,,Sin dato
Depto.IndependenciaGamero1421,Independencia,,,2.0,2.0,1,,Sin dato
ProyectoSanFranciscoII,Santiago,250000.0,38.0,1.0,1.0,0,6579.0,Pequeño (35-54m2)
Departamento2D/1B-1EenStgoCentro,Santiago,,48.0,2.0,1.0,0,,Pequeño (35-54m2)
Ampliodepartamentodedosdormitoriosydosbaños,Santiago,50000.0,,2.0,2.0,0,,Sin dato
Arriendodepartamentosantodomingosantiago,Santiago,,37.0,1.0,1.0,0,,Pequeño (35-54m2)
Searriendadepto2dormi1bañoyestacionamiento,Renca,,48.0,2.0,1.0,1,,Pequeño (35-54m2)
DepartamentoentranquilobarriodeIndependencia,Independencia,55000.0,75.0,3.0,2.0,1,733.0,Grande (75-99m2)
SeArriendalindoDeptoenSanBernardo,San Bernardo,,,3.0,2.0,1,,Sin dato
¡BELLOHOMEESTUDIOUBICADOAPASOSDEMETROSANTAANA!,Estación Central,,,,1.0,0,,Sin dato
HERMOSOSHOMEESTUDIOUBICADOCERCADEMETROECUADOR,Estación Central,,,,1.0,0,,Sin dato
Departamento,Macul,,85.0,3.0,2.0,1,,Grande (75-99m2)
Departamento1dormitorioMetroSantalucia,Santiago,,,1.0,1.0,0,,Sin dato
"AcogedorDepartamento,cercanosupermercadoycol",Las Condes,814000.0,73.0,3.0,2.0,1,11151.0,Mediano (55-74m2)
"ArriendodepartamentoÑuñoa,cercaníasmetroÑuble",Santiago,,35.0,1.0,1.0,0,,Pequeño (35-54m2)
CondominioLasPalmas1Dormitorio-EstacionamientoyBodega,Macul,,38.0,1.0,1.0,1,,Pequeño (35-54m2)
"DuplexProvidenciaBarrioResidencial,CercaMetro",Providencia,56000.0,50.0,1.0,1.0,0,1120.0,Pequeño (35-54m2)
ARRIENDODPTO2D1BMASESTAC./VALOR$350.000.-,La Granja,,,2.0,1.0,1,,Sin dato
"Depto.1dormitorio,estacionamiento,MetroCerroBlanco",Recoleta,,,1.0,1.0,1,,Sin dato
Arriendodepertamentoindependencia,Independencia,,,2.0,1.0,0,,Sin dato
Departamento1D1BenVicuñaMackenna,La Florida,,,1.0,1.0,0,,Sin dato
SeARRIENDAdepartamentoPudahuelNorte/Enea,Pudahuel,,,1.0,1.0,0,,Sin dato
searriendaconbodega(98880),Independencia,,,2.0,1.0,0,,Sin dato
"DEPARTAMENTOEvaristoLillo135,LasCondes",Las Condes,60000.0,30.0,1.0,1.0,0,2000.0,Studio / Mini (<35m2)
DepartamentoSanPetersburgo6351,San Miguel,,45.0,3.0,1.0,0,,Pequeño (35-54m2)
DepartamentoJuanaÁtaladeHirmas601,Renca,,46.0,3.0,1.0,0,,Pequeño (35-54m2)
DepartamentoMapocho3951,Quinta Normal,,34.0,1.0,1.0,0,,Studio / Mini (<35m2)
"DepartamentoAv.PadreHurtado9466,LaCisterna",La Cisterna,,42.0,2.0,1.0,0,,Pequeño (35-54m2)
"DepartamentoAv.PadreHurtado9466,LaCisterna",La Cisterna,,45.0,3.0,1.0,0,,Pequeño (35-54m2)
DEPARTAMENTOEntreAmunáteguiySanMartín,Santiago,,33.0,1.0,1.0,0,,Studio / Mini (<35m2)
