Title,Commune,Price,Area_m2,Bedrooms,Bathrooms,ParkingSpots
2DormitoriosOrientaciónNorteVistaDespejada,Santiago,$400.00,53m2,2.0,2.0,1
"ArriendoDptoestilomariposapiso18,C.Independ",Independencia,$415.00,53m2,2.0,2.0,
Departamentodosdormitoriossantiago,Santiago,$380.00,,2.0,1.0,
Searriendadepartamento3D+2B,LaCisterna,$530.00,,3.0,2.0,
"Arriendolindodepto.1D/1B,EstaciónCentral",EstaciónCentral,$280.00,32m2,1.0,1.0,
Departamento1D/1BmetroLoOvalle.LaCisterna,LaCisterna,$300.000-6%,34m2,1.0,1.0,
SearriendadepartamentoensanMiguel,Santiago,$450.00,,1.0,1.0,1
DepartamentoenSanMiguel,SanMiguel,$550.00,64m2,2.0,2.0,1
Lindodepartamento,Santiago,$300.00,,1.0,1.0,
DepartamentoenSantiagocentro,SanMiguel,$350.00,35m2,1.0,1.0,1
ArriendolindodeptoenEdificioPortoSeguro,Santiago,$490.000Oportunidad,52m2,2.0,2.0,
Departamentointerioramoblado,SanMiguel,$300.00,16m2,1.0,1.0,
DEPARTAMENTO1D/1B/EST-METROÑuble(Santiago),Santiago,$400.00,42m2,1.0,1.0,1
"Departamento2D2BPiso14,EdificioLasAmapolas",Maipú,UF12,,2.0,2.0,1
ArriendopiezainteriorenDepartamento,PuenteAlto,$180.00,,1.0,1.0,
SINCOMISIONDepto2D2B[Op1Est+1Bog],Santiago,$480.00,60m2,2.0,2.0,1
ArgomedoconLira1D1Bbodega,Santiago,$320.000-9%,32m2,1.0,1.0,
Depto1D+1B+Est.+Bod,Maipú,$380.00,,1.0,1.0,
DepartamentoArriendoHomeEstudio,SanMiguel,$245.00,,1.0,1.0,
AcogedoryluminosodepartamentocascoantiguodeSantiago,Santiago,$590.00,,3.0,2.0,1
Departamentolaflorida,LaFlorida,$330.00,44m2,1.0,1.0,
departamentoPuenteAlto,PuenteAlto,$250.00,,1.0,1.0,
SEARRIENDA2DORMITORIOSINDEPENDENCIAMETROHOSPITALES,Independencia,$280.00,,2.0,2.0,
HermosoDepartamento,LasCondes,$1.000.000,110m2,4.0,3.0,1
"DepartamentosenSantiago|OFERTASANIGNACIO,INMEDIATA",Santiago,$280.00,,1.0,1.0,
Lindodeptoconexcelenteubicación,Santiago,$450.00,55m2,2.0,2.0,
Hermosodepartamentoapasosdelmetrov.va,LaFlorida,$540.00,60m2,2.0,2.0,1
Departamentoexcelenteubicación,Independencia,$360.00,42m2,2.0,1.0,1
Arriendohermosodepartamento,LasCondes,$1.000.000,,4.0,2.0,1
Departamentoarriendoindependencia,Independencia,$255.000-7%,30m2,1.0,1.0,
"EnPlazaegaña,ñuñoa",Ñuñoa,$650.00,45m2,2.0,1.0,1
LindodepartamentosectorÑuble,Santiago,$420.000-16%,46m2,2.0,1.0,
DeptoMetroSantaAna,Santiago,$400.00,50m2,2.0,1.0,
DepartamentoMetroÑuble,Santiago,$260.00,,1.0,1.0,
departamento,EstaciónCentral,$470.00,,3.0,2.0,
DepartamentoenÑuñoa,Ñuñoa,$600.00,68m2,2.0,2.0,
DepartamentoEstudio-MetroSanAlbertoHurtado,EstaciónCentral,$230.000-8%,,1.0,1.0,
"Arriendodepto1dormitorio,vivaceta910",Independencia,$250.000-2%,34m2,1.0,1.0,
DepartamentoMonoambiente,SanMiguel,$280.00,20m2,1.0,1.0,
DEPARTAMENTOcondedelmaule4589-RM(Metropolitana),EstaciónCentral,$162.00,33m2,1.0,1.0,
DEPARTAMENTOCampusUCSanJoaquín,SanJoaquín,$270.00,38m2,1.0,1.0,
DEPARTAMENTOPortoSeguro4210,EstaciónCentral,$280.00,,1.0,1.0,
DEPARTAMENTOCarlosSilvaVildosola726,SanMiguel,$210.000-30%,36m2,1.0,1.0,
DEPARTAMENTOCERCANOAESTACIONMETROPLAZACHACABUCO,Independencia,$200.00,22m2,1.0,1.0,
DEPARTAMENTOSanIgnacio,SanMiguel,$290.00,20m2,1.0,1.0,
DepartamentoJoseManuelBalmaceda3751,Renca,$347.00,42m2,2.0,2.0,
"DepartamentoCoyancura2260,7510151Providencia,RegiónMetropolitana",Providencia,$60.00,9m2,,1.0,
"DEPARTAMENTOAlameda4719,EstaciónCentral.",EstaciónCentral,$310.00,32m2,1.0,1.0,
DEPARTAMENTOCONCONCONAVENIDAELPEÑON,PuenteAlto,$320.00,30m2,2.0,1.0,
METROHOSPITALES,Independencia,$280.00,30m2,1.0,1.0,
Deptoacuadrasdemetrocementerio,Recoleta,$340.00,,1.0,1.0,
DeptoStudio,Santiago,$290.00,,1.0,1.0,
"DepartamentoNuevo,2d2b,CercademetroQuilin",Macul,$550.00,65m2,2.0,2.0,1
DepartamentoAmobladoFullEquipado,Ñuñoa,$580.00,42m2,1.0,1.0,
DepartamentoInteriorentradaindependiente,LaFlorida,$330.00,45m2,1.0,1.0,
ArriendoDepartamento,Ñuñoa,$595.00,39m2,1.0,1.0,
Departamentoenarriendo2Dy1B,Independencia,$380.00,60m2,2.0,1.0,
DepartamentoenEstaciónCentral,EstaciónCentral,$250.000-17%,2822m2,1.0,1.0,
Departamento2D1BenArriendoJardinesdeMaipú,Maipú,$420.00,,2.0,1.0,
Acogedordepartamento,SanMiguel,$470.00,42m2,2.0,1.0,1
Departamentosemi-nuevo1d+1b,Santiago,$340.00,33m2,1.0,1.0,
Departamento,Santiago,$450.00,70m2,3.0,2.0,
Arriendodepto2d1b1estmetroecuador.,EstaciónCentral,$450.00,,2.0,1.0,1
Searriendadepartamento2D2B,SanMiguel,$480.00,,2.0,2.0,1
Arriendodeptoenbarrioyungay,Santiago,$275.00,28m2,1.0,1.0,
ArriendoDepartamento,Independencia,$400.000-11%,,2.0,1.0,
HomeEstudio.MetroGrutaLourdesSinComisión,QuintaNormal,$275.00,30m2,1.0,1.0,
Departamentoundormitorioamplio,Santiago,$300.00,42m2,1.0,1.0,
"Departamento2piezas,2bañosyestacionamiento.",EstaciónCentral,$400.00,,2.0,2.0,1
Arriendodepartamento,Santiago,$320.000-11%,45m2,2.0,1.0,
ArriendoDepartamento,PuenteAlto,$450.00,,2.0,1.0,
Acogedordepartamento,SanMiguel,$290.00,40m2,1.0,1.0,
MetroQuintaNormal2D1B+bodega,Santiago,$310.00,42m2,2.0,1.0,
"Dueñoalquiladepto2d,1b,1b",EstaciónCentral,$390.00,,2.0,1.0,
Departamento2dormitorio1baño,LaFlorida,$400.00,45m2,2.0,1.0,
Arriendodepartamento,Santiago,$320.000-11%,45m2,2.0,1.0,
Arriendo,Santiago,$330.00,40m2,1.0,1.0,
Depto.1Hab1BañocercametroÑuble,SanJoaquín,UF9,,1.0,1.0,
DeptoAmoblado,Santiago,$340.00,,1.0,1.0,
SINCOMISIONDeptoestilomariposa,Santiago,$420.00,50m2,2.0,2.0,Más
Departamentototalmenteamoblado,Santiago,$450.00,37m2,1.0,1.0,
ArriendodepartamentoSantiagocentro,Santiago,$350.00,40m2,1.0,1.0,
ProyectoSanFranciscoII,Santiago,$250.000-7%,38m2,1.0,1.0,
Searriendadepartamentoenelbosque,ElBosque,$350.00,,2.0,1.0,
DeptoSanMiguel1D1BCocinaAmoblada+Estacionamiento(opcional),SanMiguel,$270.00,50m2,1.0,1.0,
Arriendodeptotercerpiso,LaFlorida,$350.00,52m2,3.0,1.0,1
Dpto1DormitorioArriendoCod.324,Santiago,$330.000-6%,,1.0,1.0,
DepartamentoenSantoDomingo1470,Santiago,$420.00,,1.0,1.0,1
"SearriendadptoSeminuevo,piso22,ComunadeSantiagocentro.",Santiago,$330.00,32m2,1.0,1.0,1
DEPARTAMENTODiegodeAlmagro/Holanda,Providencia,$700.00,65m2,2.0,1.0,
DEPARTAMENTOMetroescuelamilitar/felixdeamesti,LasCondes,$560.000-3%,45m2,1.0,1.0,
Dep2D1BañomásBodega,Independencia,$377.50,,2.0,1.0,
"Deptoamoblado,dueñodirecto",Santiago,$330.00,35m2,1.0,1.0,
Departamentocentrico,Santiago,$360.00,41m2,2.0,1.0,
Depto2Hab/1BañoSantaPetronila38piso10,EstaciónCentral,$185.00,40m2,2.0,1.0,
Searriendasantaigocentro,Santiago,$400.00,42m2,1.0,1.0,
Departamentorecoleta,Recoleta,$430.00,54m2,3.0,1.0,
Arriendodptocongastoscomunesincluidos,LaCisterna,$460.00,60m2,2.0,1.0,1
Arriendodepartamento1dormitorio,SanMiguel,$450.00,,1.0,1.0,
Hermosodepartamento,LaFlorida,$400.00,54m2,2.0,1.0,1
searriendaHermosodepartamentoamobladoaestrenar,Ñuñoa,$550.00,,1.0,1.0,
ARGOMEDO350DP615,Santiago,$349.000-8%,,2.0,1.0,
ENARRIENDODP.HAMLET4000,LasCondes,$800.00,,2.0,2.0,1
LindoDpto.1D1BDepartamental-GranAvda,SanMiguel,$285.00,,1.0,1.0,
LadoBarrioItalia2dormitorios2baños,Santiago,$450.00,60m2,2.0,2.0,1
"ArriendaDepto.2dormitorios,2baños,BodegayEstacionamiento",Conchalí,$450.00,,2.0,2.0,1
Dpto.estudiocercanoaMetroQuintaNormal,Santiago,$188.00,19m2,1.0,1.0,
DepartamentoChileEspaña8184TorreA/Colon8169TorreB,LaCisterna,$304.00,36m2,2.0,1.0,
DepartamentoAvenidaSantaRosa5741,SanMiguel,$307.000-3%,45m2,3.0,1.0,
"DPTON°1910,2D+2B,SANIGNACIO,METROTOESCA,AM",Santiago,$395.00,44m2,2.0,2.0,
Departamento1D+1B+BodegaEdfNuevoEcuador,EstaciónCentral,$299.00,,1.0,1.0,
DEPARTAMENTOSanPetersburgo6351,SanMiguel,$340.00,,3.0,1.0,
"DEPARTAMENTOMapocho3521,QuintaNormal",QuintaNormal,$402.01,47m2,3.0,1.0,
EnPromocionSearriendadeptode2dormitorios2baños,Santiago,$425.00,,2.0,2.0,
DEPARTAMENTOPedrodeValdivia150,Providencia,$440.000-14%,22m2,1.0,1.0,
DepartamentoVillasana1451,QuintaNormal,$349.00,42m2,2.0,1.0,
DEPARTAMENTOAvenidaLaDehesa/LosAdobes,LoBarnechea,UF34,85m2,2.0,2.0,
DepartamentoTrinidadRamírez654,LaCisterna,$318.00,44m2,2.0,2.0,
DepartamentoSanPetersburgo6351,SanMiguel,$375.00,45m2,3.0,1.0,
DepartamentoBrionesLuco0801-0829-0847-0849,LaCisterna,$315.000-4%,57m2,2.0,1.0,
"DepartamentoenAv,WalkerMartinez1600",LaFlorida,$510.000-3%,,2.0,2.0,1
"DepartamentoARRIENDO,CARMEN,SANTIAGOCENTRO",Santiago,$320.00,32m2,1.0,1.0,
DEPTO3DORM2BAÑOS/LIRA,Santiago,$680.00,,3.0,2.0,1
Arriendocasatipodepartamento,Maipú,$400.00,,2.0,1.0,
Searriendaenlaflorida,LaFlorida,$380.00,42m2,1.0,1.0,
"DepartamentocallePabloUrzúa,Independencia",Independencia,$249.99,32m2,1.0,1.0,
StageSanDiego2D+2B,Santiago,UF15,54m2,2.0,2.0,
SearriendadeptoSanIgnacio-Santiago,Santiago,$380.00,66m2,2.0,2.0,
ArriendoDepartamento,EstaciónCentral,$430.00,54m2,2.0,1.0,Más
Depto2DenCondominioaDosCuadrasdelmetro,Santiago,$350.00,41m2,2.0,1.0,
EspectaculardepartamentoconvistaaSantiago,Vitacura,UF80,380m2,3.0,4.0,2
LINDODEPARTAMENTO1D+1BCERCADEMETROECUADOR,EstaciónCentral,$250.00,,1.0,1.0,
ArriendoHermosoDeptoAmoblado,Santiago,$450.000-10%,33m2,1.0,1.0,
"Searrendadeptonuevo,1dormitorio.",SanBernardo,$390.00,37m2,1.0,1.0,
"LindoDpto.2D1BDécimaAvda,SanMiguel,CercanoaMetro",SanMiguel,$320.00,,2.0,1.0,
"S.FRANCISCO242,CERCANOAMETROSS.LUCÍAYU.D",Santiago,$300.00,30m2,1.0,1.0,
"DepartamentoStgoCentro,metroToesca.",Santiago,UF390.000,,1.0,1.0,
DepartamentoInterior,Recoleta,$260.00,,1.0,1.0,
LadoBarrioItalia2dormitorios2baños,Santiago,$450.00,60m2,2.0,2.0,1
Compartodepartamento,Maipú,$250.00,,1.0,1.0,1
SEARRIENDA2DORMITORIOSESTILOMARIPOSAMACUL,Macul,$430.00,,2.0,2.0,
DEPARTAMENTOalmirantelatorre59-BarrioRepública-RM(Metropolitana),Santiago,$213.75,33m2,1.0,1.0,
"Lindodepto1d1bestacybodega,metroPlazaEgaña,Ñuñoa",Ñuñoa,UF12,,1.0,1.0,1
DEPARTAMENTOLosMilitaresconAlonsodeCórdova.RosarioNorte.ManquehueMETRO,LasCondes,$1.800.000,150m2,3.0,3.0,
"EstudioModerno,MetroRepública(97573)",Santiago,$235.000-4%,,1.0,1.0,
DEPARTAMENTOBellavistaconLoreto,Recoleta,UF11,38m2,1.0,1.0,
DEPARTAMENTOSANPABLO1295MASESTACIONAMIENTO,Santiago,$350.00,,1.0,1.0,1
DepartamentoapasosdemetroManquehueLasCondes,LasCondes,$850.00,98m2,3.0,2.0,1
ArrendamosEstudioEnSanNicolasConBodega-VivaFacilP,SanMiguel,$260.00,,1.0,1.0,
DEPARTAMENTOLazo,SanMiguel,$460.00,51m2,2.0,1.0,
"DEPARTAMENTOMapocho3521,QuintaNormal.",QuintaNormal,$371.01,43m2,2.0,1.0,
"DEPARTAMENTOMapocho3521,QuintaNormal.",QuintaNormal,$371.01,45m2,2.0,1.0,
DEPARTAMENTOEntreLasPerdisesyAlvaroCasanova,Peñalolén,$1.490.000-1%,196m2,4.0,5.0,
HudChileARRIENDAenLoBarnechea!DepartamentoExquisito!,LoBarnechea,UF21-5%,,1.0,1.0,1
DEPARTAMENTOLasPalmas2,Colina,$750.00,80m2,2.0,1.0,
"DEPARTAMENTOAlameda4719,EstaciónCentral.",EstaciónCentral,$310.00,32m2,1.0,1.0,
"DEPARTAMENTOAlameda4719,EstaciónCentral.",EstaciónCentral,$310.00,32m2,1.0,1.0,
"DEPARTAMENTOAlameda4719,EstaciónCentral.",EstaciónCentral,$310.00,32m2,1.0,1.0,
DEPARTAMENTOPLAZUELALAHIGUERA,EstaciónCentral,$440.00,70m2,3.0,2.0,
DEPARTAMENTOCondominioPedroDeOñaubicadoenVicuñamackna,Renca,$210.00,,1.0,1.0,
30%DESCUENTOENELPRIMERMES/2D1B+ESTAC.YBOD./MTSANALBERTOH.,EstaciónCentral,$340.00,41m2,2.0,1.0,1
"Arriendo,DEPARTAMENTO,SANTIAGO.2D/1B",Santiago,$340.00,40m2,2.0,1.0,
METROHOSPITALES,Independencia,$280.00,30m2,1.0,1.0,
DepartamentoTERCERAAVENIDA1181COMUNASANMIGUE,SanMiguel,$450.00,54m2,2.0,1.0,
ArriendodeptonuevoencondominioLaflorida,LaFlorida,$480.00,57m2,2.0,2.0,
"Departamentocasinuevo,metroCementerio,Recolet",Recoleta,$430.00,53m2,2.0,1.0,Más
Arriendodpto2dormitorios,Santiago,$340.00,48m2,2.0,1.0,
ArriendoDeptodoshab.dosbaños.(Nuevo),Santiago,$470.00,60m2,2.0,2.0,1
Searriendadepartamentoencondominio.,EstaciónCentral,$100.000.000,,2.0,1.0,1
DepartamentoRadal1225,QuintaNormal,$450.00,51m2,2.0,1.0,1
Departamento1d1bfrenteamallindependencia,Independencia,$280.00,30m2,1.0,1.0,
Departamento,EstaciónCentral,$385.00,,2.0,1.0,
Depto2D+2BBodyEstac.-LaFlorida,LaFlorida,$420.00,49m2,2.0,2.0,
Departamentoenmaipu,ElBosque,$400.00,54m2,2.0,3.0,1
Departamentoampliocongranterraza,SanMiguel,$390.00,44m2,1.0,1.0,1
AmpliodepartamentoamediacuadradeAlameda,Santiago,$450.00,75m2,3.0,2.0,
DepartamentoGeocentroAmunategui,Santiago,$300.00,35m2,1.0,1.0,
LindodepartamentoSANJOAQUÍN,SanJoaquín,$365.00,,3.0,1.0,
DeptoenLaFloridaapasosdemetros,LaFlorida,$420.00,70m2,2.0,2.0,
DepartamentoapasosdemetroLaFlorida,LaFlorida,$460.00,80m2,3.0,2.0,1
ArriendodeDepartamentoParejaopersonasola,QuintaNormal,$250.00,50m2,1.0,1.0,
"Searriendacasa,con2Dptointeriores",LoEspejo,$350.00,,2.0,1.0,
ArriendodepartamentoCuricó424,Santiago,$430.00,57m2,2.0,2.0,
Departamento1dormaestrenarAv.LasCondessincomisión,LasCondes,UF18,,1.0,1.0,1
DepartamentoInteriorElBosque,ElBosque,$340.000-3%,40m2,2.0,1.0,1
DepartamentoARRIENDOLORDCOCHRANE277METROMONE,Santiago,$280.00,28m2,1.0,1.0,
"Excelentedepartamentointerior,muybienubicado",LaFlorida,$300.000-9%,25m2,1.0,1.0,1
DepartamentointeriorenPeñalolén,Peñalolén,$300.00,,1.0,1.0,
DepartamentoadoscuadrasdelMetroSantaIsabel,Santiago,$400.00,68m2,2.0,2.0,
DeptoEstudioMetroAgricola,Macul,$275.00,,1.0,1.0,
ENARRIENDODPTOPRIMERPISOSANTAROSA,SanJoaquín,$280.00,45m2,2.0,1.0,
Departamento1Dy1BenSantiagoCentro,Santiago,$350.00,24m2,1.0,1.0,
ApartamentoenCOLINA,Colina,UF300.000,,1.0,1.0,1
Departamento2dopiso2d1b+logiaencondominio,Quilicura,$370.00,60m2,2.0,1.0,
DepartamentoenCatedral1330,Santiago,$290.00,,1.0,1.0,
Depto1D1BEstaciónCentral(90926),EstaciónCentral,$280.00,,1.0,1.0,
Departamento3D2B1E,PuenteAlto,$410.00,56m2,3.0,2.0,1
HermosoDepartamento,LasCondes,$1.000.000,110m2,4.0,3.0,1
DepartamentoCoronelAlvarado2505,Independencia,$392.00,46m2,3.0,1.0,
Cómododepartamento,Santiago,$490.00,60m2,2.0,2.0,1
Arriendodpto,EstaciónCentral,$370.00,,2.0,2.0,
Arriendodepartamento1Dy1BLacisterna,LaCisterna,$315.00,,1.0,1.0,
DepartamentoconestacionamientoenQuintanormal,QuintaNormal,$420.00,50m2,3.0,1.0,1
DepartamentoSantiagoCentro-SanDiego,Santiago,$330.00,50m2,2.0,1.0,
Arriendodepartamentotrinidadramirez180,LaCisterna,$400.00,55m2,2.0,2.0,
Searriendadepto.EnMaipú,Maipú,$400.00,,3.0,1.0,
AMOBLADO.SINCORREDOR.MetrostaAna,Santiago,$700.00,,2.0,1.0,
"1dormitorio,sincomisión,garantíaen3meses",EstaciónCentral,$230.00,34m2,1.0,1.0,
NuevaCentral4588RECIENREMODELADO,Conchalí,$400.00,,2.0,1.0,
Depto.SantoDomingo/MacIverGComunesIncluidos,Santiago,$350.000-8%,45m2,1.0,1.0,
Arriendodepartamentoestacioncentral,Peñalolén,$500.00,,3.0,2.0,
SearriendaDeptoenCalleSanFrancisco,Santiago,$250.00,,1.0,1.0,
"DepartamentoenMujica133ñuñoa,",Ñuñoa,$495.000-5%,40m2,1.0,1.0,1
CondominioTerraviva,QuintaNormal,UF390.000,,3.0,1.0,
Departamentopequeño1ambte,Santiago,$220.00,12m2,1.0,1.0,
DeptoStudio1D1B.MetroSantaAna(Amoblado),Santiago,$290.00,25m2,1.0,1.0,
ArriendodepartamentoÑuñoaapasosdelmetroIrarrázaval,Ñuñoa,$680.00,,2.0,2.0,1
Dpto.estudiocercanoaMetroQuintaNormal,Santiago,$188.00,19m2,1.0,1.0,
DepartamentoExcelenteUbicaciónenLAFLORIDA,LaFlorida,UF600.000,,4.0,3.0,1
"DepartamentoPudahuel,cercanoametroBarrancas",Pudahuel,$420.00,50m2,3.0,1.0,
"1dormitorio-1baño,MetroGrutadeLourdes",QuintaNormal,$295.00,38m2,1.0,1.0,
MetroStaIsabel/Irarrazaval1D1B,Santiago,$340.00,40m2,1.0,1.0,1
Departamento2D+1B,QuintaNormal,$340.000Oportunidad,60m2,2.0,1.0,
Depto.EdificioParqueWalkerMartinezPiso12,LaFlorida,$480.00,52m2,2.0,2.0,1
ArriendoDepartamentosectorcomercial,SanMiguel,$410.00,60m2,2.0,2.0,
DepartamentoenSanMiguel,SanMiguel,$400.00,,3.0,1.0,
DeptoLaFlorida,LaFlorida,$400.00,61m2,2.0,1.0,
ExcelentedepartamentometroIrarrazabal,Ñuñoa,$390.00,48m2,2.0,2.0,
SearriendalindoDeptoenSantiagocentro,Santiago,$300.00,40m2,1.0,1.0,1
"Departamento1dormitorio,Nuñoa,EstadioNacional",LaFlorida,$460.00,43m2,1.0,1.0,1
Arriendodepartamentoenmacul,Macul,$450.00,,2.0,1.0,1
"HomeStudio,impecable,$250.000.(Toromazote64)",Santiago,$250.00,33m2,1.0,1.0,
DEPARTAMENTOadoscuadrasdesupermercadoLider,Santiago,$325.000-4%,35m2,1.0,1.0,
Departamento1dormitorio1baño,Santiago,UF360.000,,1.0,1.0,
ExclusivodepartamentoapasosdelmetroCerroBlanco,Recoleta,$550.000-15%,84m2,3.0,2.0,1
Deptoestudio,Santiago,$270.00,30m2,1.0,4.0,9
Dpto2dormitorios1bañoyestac,LaFlorida,$380.00,53m2,2.0,1.0,1
EdificioAltoColon-MetroHOSPITALES,Independencia,$350.00,45m2,3.0,1.0,
Arriendodepartamento,Cerrillos,$300.00,,1.0,1.0,
Searriendalindodepartamento,Santiago,$275.00,33m2,1.0,1.0,
DepartamentoLaFlorida,LaFlorida,$500.00,,2.0,2.0,1
ArriendoDpto1DormitorioEstacionamiento&BodegaCod.416,Santiago,$400.00,,1.0,1.0,1
"AMPLIO,COCINACERRADA,ESTACIONAMIENTOYBODEGA",Santiago,$570.00,80m2,3.0,2.0,1
DepartamentoNuevoenZañartu1287,Ñuñoa,$350.00,,1.0,1.0,
Departamentoñuñoa,Ñuñoa,$580.00,,2.0,2.0,1
ExcelenteDeptoUnDormitorio,Santiago,$250.000-4%Oportunidad,,1.0,1.0,
DepartamentoChileEspaña8184TorreA/Colon8169TorreB,LaCisterna,$320.00,42m2,2.0,1.0,
"Arriendo,DEPARTAMENTO,LASCONDES.1D/1B",LasCondes,UF20,40m2,1.0,1.0,1
Departamentointeriorparcela,Colina,$295.00,,1.0,1.0,
ARRIENDODEPARTAMENTOESTORIL1DORMITORIOCONPATIO,LasCondes,$1.090.000,94m2,1.0,1.0,1
DEPARTAMENTOEmbajadorQuintana4334,EstaciónCentral,$280.00,,2.0,1.0,
DEPARTAMENTONuevaAndresBello1890,Independencia,$189.00,,1.0,1.0,
ArriendoDepartamento,Independencia,$380.00,,2.0,1.0,
DeptoLaCisterna-Intermodal,LaCisterna,$405.00,,2.0,1.0,1
Searriendahermosodepartamento,Santiago,$460.00,50m2,2.0,2.0,
Departamento,EstaciónCentral,$380.00,72m2,2.0,1.0,10
DepartamentoMetroelllano3D1bsanmiguel,SanMiguel,$380.00,49m2,3.0,1.0,
AmplioDeptoStgoCentro1D1B,Santiago,$300.00,38m2,1.0,1.0,
"Departamento3dormitorios,bodegaybalcón",QuintaNormal,$380.00,65m2,3.0,1.0,
Departamentoencondominioprivado,SanBernardo,$420.000-2%,,2.0,2.0,1
DepartamentoamobladocercanoMetroUniversidadde,Santiago,$470.00,,2.0,1.0,
Departamento,Ñuñoa,$390.00,,2.0,2.0,
Departamentointerior,Ñuñoa,$350.00,,1.0,1.0,
Departamento,Macul,$490.00,85m2,3.0,2.0,1
Argomedo65cercaStaIsabel(Dueñosincomisión),Santiago,$400.000-7%Oportunidad,60m2,2.0,2.0,1
searriendaHermosodepartamentoamobladoaestrenar,Ñuñoa,$550.00,,1.0,1.0,
DepartamentoEnArriendoVistadespejada,Ñuñoa,$470.00,,1.0,1.0,1
DepartamentoGENERALOSCARBONILLA-VILLASANTACAROLINA,Macul,$480.000-4%,65m2,3.0,1.0,
DepartamentoIntermodalLaCisternac/estacionamiento,LaCisterna,$400.000-2%,,2.0,1.0,1
departamentoestudio,Santiago,$270.00,23m2,1.0,1.0,
DepartamentoSantaAna079,LaGranja,$338.00,47m2,3.0,2.0,
"DEPARTAMENTOMapocho3591,QuintaNormal.",QuintaNormal,$384.00,48m2,3.0,1.0,
DepartamentoCalleJuanBarrosN°3885,QuintaNormal,$350.00,47m2,3.0,1.0,
"DepartamentoAv.PadreHurtado9466,LaCisterna",LaCisterna,$497.00,45m2,3.0,1.0,
DepartamentoAvenidaLoEspejo01173,LaCisterna,$303.00,36m2,2.0,1.0,
SeVendeDepartamento2DormitoriosCurico/LiraSantiago-,Santiago,$470.00,,2.0,2.0,1
"¡¡BELLOHOMEESTUDIOENSANTIAGO,CERCADEMETROSANTAANA!!",Santiago,$250.00,,,1.0,
Searriendadepto1d1bestacioncentral,EstaciónCentral,$300.00,,1.0,1.0,
Arriendodpto.1dormitoriometrolasrejas,EstaciónCentral,$245.00,,1.0,1.0,
DeptoSantiagoCentro(metroUdeChile),Santiago,$450.00,59m2,2.0,2.0,
SearriendaDeptoMonjaAlferez-Sanmiguel,SanMiguel,$600.00,110m2,3.0,2.0,
1habitación1bañoDepartamento/condominio,EstaciónCentral,$280.000-3%,37m2,1.0,1.0,
ARRIENDODEPTODE3HAB.Y2BAÑOS(SANMIGUEL),SanMiguel,$650.000-4%,78m2,3.0,2.0,1
ArriendoDepartamento2DEstacionCentral,EstaciónCentral,$350.00,40m2,2.0,1.0,
Arriendodeptotercerpiso,LaFlorida,$350.00,52m2,3.0,1.0,1
Departamentoenarriendoconopcióndecompra.,SanBernardo,$400.00,50m2,2.0,1.0,
"DepartamentoubicadoenPedroLeonUgalde864,",QuintaNormal,$410.00,,3.0,1.0,
BonitoDepartamento,SanMiguel,$400.00,60m2,2.0,2.0,
Departamento1Dy1Bnuevo-MetroLoOvalle,LaCisterna,$310.00,,1.0,1.0,
ArriendolindodepartamentoenmetroÑuble,Santiago,$550.00,64m2,2.0,2.0,1
ARRIENDOINDEPENDENCIA1DORMITORIOMETROPLAZACHACABUCO,Independencia,$230.00,,1.0,1.0,
ArriendodepartamentoProvidencia3D2B,Providencia,$850.00,93m2,3.0,2.0,
AmplioDepartamentoEnCondominioAguamarina,LasCondes,$800.00,165m2,4.0,3.0,
DEPTO2D1B+ESTAC.YBOD./METECUADOR,EstaciónCentral,$350.00,41m2,2.0,1.0,1
DEPTO3DORM2BAÑOS/LIRA,Santiago,$680.00,,3.0,2.0,1
Depto2ambientesconampliaterraza,Santiago,$305.00,34m2,1.0,1.0,
ArriendoDepartamentoPlenoSantiagoCentro,Santiago,$800.00,96m2,2.0,3.0,
"Excelentedepartamentocasinuevo,Catedralpiso8",Santiago,$430.000-19%,42m2,2.0,2.0,
Depto.EstaciónCentral-MetroAlbertoHurtado,EstaciónCentral,$280.00,,1.0,1.0,
ComunaSantiago:2habitaciones1baño1bodega,Santiago,$340.00,45m2,2.0,1.0,
DepartamentoenFrayCamiloHenriquez,Santiago,$400.00,,2.0,2.0,
Depto.enIndependenciade1Dy1B,Independencia,$350.00,,1.0,1.0,
DeptoAmplio2D-1BsectorHipodromoChile,Independencia,$355.00,51m2,2.0,1.0,
MetroUsach,EstaciónCentral,$280.00,,1.0,1.0,
ARRIENDODEPARTAMENTO1Dorm/1Baño,EstaciónCentral,$300.00,34m2,1.0,1.0,
"Departamentode1dormitorio,metroU.Catolica",Santiago,$320.00,35m2,1.0,1.0,
DptoEnSanDiego1d+1,Santiago,$350.00,37m2,1.0,1.0,
Arriendodpto1d1bindependenciaNOAMOBLADO,Independencia,$295.00,36m2,1.0,1.0,
Depto2D/2B/1EMattaconSantiagoConcha,Santiago,$450.00,58m2,2.0,2.0,1
ExcelenteDepartamento2Dorm.+2Baños+Bodega.FrentealmetroRodrigodeAraya,SanJoaquín,$450.00,,2.0,2.0,
Recreo250,EstaciónCentral,$290.00,36m2,1.0,1.0,
Departamentocondominioquintanormal,QuintaNormal,$450.00,,3.0,1.0,
PrecioRebajadoArriendo7aAvenidaCiudadDelNiñ,SanMiguel,$300.00,47m2,1.0,1.0,1
Arriendodepartamentoapasosdelmetro,Santiago,$350.00,47m2,2.0,1.0,
