Title,Commune,Price,Area_m2,Bedrooms,Bathrooms,ParkingSpots
LuisValenzuela2D-G,Macul,$550.00,,2.0,2.0,1
SEARRIENDACASINUEVOMACUL1DORMITORIO,Macul,$380.00,,1.0,1.0,
"NuevoEstiloMariposa,vistaoriente,Nunoa(90354)",Ñuñoa,$630.000-2%,,2.0,2.0,1
DEPARTAMENTONuevaProvidenciacercadeGuardiaVieja,Providencia,$500.00,38m2,1.0,1.0,
DEPARTAMENTOsantaclara349,LaCisterna,$300.00,35m2,1.0,1.0,
DEPARTAMENTOVicuñaMackenna7633,LaFlorida,$300.00,,1.0,1.0,
DEPARTAMENTOAv.VicuñaMackenna/Marín,Santiago,$350.00,43m2,2.0,2.0,
DEPARTAMENTOCZ68681-ArriendoDepartamentoAMOBLADOMetroElGolf-2D2B1E1Bo,LasCondes,$2.050.000,90m2,2.0,2.0,
DEPARTAMENTObrionesluco212,LaCisterna,$400.000-11%,46m2,2.0,1.0,
DEPARTAMENTOSanFrancisco,Santiago,$375.000-4%,35m2,1.0,1.0,
DEPARTAMENTOCallePasoelRobleconAv.VicuñaMackennaa6cuadrasdelmetroBellaVistadelaFloridayMirador,LaFlorida,$306.000-9%,35m2,1.0,1.0,
Depto.av.kennedy/hermanoscabot,LasCondes,UF36,115m2,4.0,3.0,1
DEPARTAMENTOValleAlegreconCharlesHamilton,LasCondes,$6.000.000,466m2,3.0,4.0,
DEPARTAMENTOEcuador4570estacióncentral,EstaciónCentral,$350.000-8%,48m2,2.0,2.0,
DEPARTAMENTOCalleCruz/independencia,Independencia,$280.00,48m2,2.0,1.0,
ARRIENDOMODERNODEPARTAMENTOLACISTERNA,LaCisterna,$280.000-7%,35m2,1.0,1.0,
ARRIENDODEPARTAMENTOSANTIAGO,Santiago,$270.00,35m2,1.0,1.0,
DEPARTAMENTOdomeyko2505,Santiago,$400.000-7%,37m2,1.0,1.0,
DEPARTAMENTOMISSOURI3885,Macul,$460.000-2%,47m2,2.0,1.0,
ArriendoDepartamentoArturoPratSantiagoCentro,Santiago,$410.00,35m2,1.0,1.0,
Depto.Buenalocomoción,Santiago,$290.00,33m2,1.0,1.0,
3Dormitorios3bañosPasosdeCostaneraCenter,LasCondes,$790.00,75m2,3.0,3.0,1
ARRIENDODEPARTAMENTOASOLOPASOSDELMETROÑUÑOA,Ñuñoa,$770.00,69m2,2.0,2.0,1
cuartatranversal(89821),SanMiguel,$600.000-5%,,3.0,2.0,1
DPTODE1DY1BA1CUADRAHOTELW(74956),LasCondes,$1.700.000-15%,,1.0,1.0,
DEPARTAMENTOMetroBellasArtes,Santiago,$300.000-17%,37m2,1.0,1.0,
"DEPARTAMENTOAv.ManquehueNte.2400-2700,Vitacura,BordeRío-CasaPiedra,Vitacura,RM(Metropolitana)",Vitacura,UF65,223m2,4.0,3.0,
DEPARTAMENTOApostolSantiago32,EstaciónCentral,$280.00,32m2,1.0,1.0,
DEPARTAMENTOGamero1541,Independencia,$390.00,60m2,3.0,1.0,
DEPARTAMENTOIrarrazaval,Ñuñoa,$500.000-4%,41m2,1.0,1.0,
Arriendocómododpto.1dormitorioenav.ecuador,EstaciónCentral,$210.00,33m2,1.0,1.0,
Departamentoapasosdelaestaciónplazaegaña,Ñuñoa,$635.000-1%,47m2,2.0,1.0,
DEPARTAMENTO(MST13.472)ExposiciónesquinaAntofagasta,Santiago,$300.000-5%,43m2,1.0,1.0,
"""acogedorestudioenelcorazóndesantiago""",Santiago,$280.00,21m2,1.0,1.0,
DEPARTAMENTOZañartu980,Ñuñoa,$515.92,49m2,2.0,2.0,
DEPARTAMENTOARRIENDOCONCOMPROMISODECOMPRA,Macul,$700.00,79m2,3.0,2.0,
DEPARTAMENTOVicuñaMackennaconÑuble,Santiago,$510.00,60m2,2.0,2.0,
"DEPARTAMENTOSanDiego895,Santiago.",Santiago,$335.00,30m2,1.0,1.0,
DEPARTAMENTOZenteno-AlonsodeOvalle,Santiago,$280.00,30m2,1.0,1.0,
DepartamentoALONSODEOVALLE791,Santiago,$360.00,45m2,2.0,1.0,
DEPARTAMENTOMetroParqueBustamante,Santiago,$380.00,41m2,2.0,1.0,
"DEPARTAMENTOVicuñaMackenna1432,Ñuñoa.",Ñuñoa,$500.00,52m2,2.0,2.0,
DEPARTAMENTOPlazaPerú/ElGolf,LasCondes,UF35,60m2,1.0,1.0,
DEPARTAMENTOCarmenMena/SanJosé,SanMiguel,$290.000-3%,30m2,1.0,1.0,
DEPARTAMENTOGertrudisEcheñique/RenatoSanchez,LasCondes,UF84,235m2,3.0,4.0,
Arriendovitacuraapasosdelparquearauco,Vitacura,UF40,95m2,2.0,2.0,2
DEPARTAMENTOAV.VICUÑAMACKENNA1200-1400IRARRAZAVAL,Santiago,$390.00,43m2,2.0,2.0,
Avda.Perú1268Edificiofull,Recoleta,$370.00,323m2,1.0,1.0,
ArriendoDpto.Almahue6424-LaFlorida2D-1BconE,LaFlorida,$460.00,39m2,2.0,1.0,1
ArriendoSantaVictoria/Lira/MetroSantaLucia,Santiago,$300.00,32m2,1.0,1.0,
DEPARTAMENTOSantaElisa460,LaCisterna,$270.000-7%,38m2,1.0,1.0,
ARRIENDODEPARTAMENTOSANMIGUEL1D1BAÑO,SanMiguel,$290.00,33m2,1.0,1.0,
ARRIENDODEPARTAMENTO1HAB1BASANTIAGO,Santiago,$390.00,36m2,1.0,1.0,
"Departamentodosdormitorios,70mts",Macul,$450.00,70m2,2.0,1.0,
"Arriendodepto2D1BESTACIONAMIENTOBODEGA,STGO",Santiago,$450.00,,2.0,1.0,1
DepartamentoPlazaYungay(StgoCentro),Santiago,$460.00,52m2,2.0,2.0,
DepartamentoMACULCONAVAMERICOVESPUCIO,Macul,$400.000-5%,39m2,1.0,1.0,
DEPARTAMENTOMISSOURI3885,Macul,$460.000-2%,47m2,2.0,1.0,
"Arriendodpto3d-2b,décimaavenida1180",SanMiguel,$490.00,65m2,3.0,2.0,1
ACOGEDORDEPTO1D+1B.METROGRUTALOURDES,QuintaNormal,$295.00,35m2,1.0,1.0,
"ArriendodepartamentonuevoenLaFlorida,vistaprivilegiada",LaFlorida,$349.996-3%,31m2,1.0,1.0,
ArriendoaestrenarLaFloridaprecioenPromocion,LaFlorida,$360.00,31m2,1.0,1.0,
ArriendoaestrenarLaFloridaprecioenPromocion,LaFlorida,$360.00,31m2,1.0,1.0,
¡hermosoDepto1d+1b!!CercaAMetroCarlosValdovinos!,Santiago,$330.00,,1.0,1.0,
DepartamentoInterior,Conchalí,$230.00,,1.0,1.0,
"DEPARTAMENTOSanFranciscodeAsisconAv.LasCondes,Cantagallo.LasCondes",LasCondes,UF23,40m2,1.0,1.0,
DEPARTAMENTOColo-ColoyLicoyán,Ñuñoa,$1.000.000,108m2,4.0,3.0,
"DEPARTAMENTOSanDiego,Victoria",Santiago,$250.00,30m2,1.0,1.0,
DEPARTAMENTOMetroUniversidaddechile/serrano,Santiago,$400.00,45m2,1.0,1.0,
"DEPARTAMENTOCaminoGranVista,LasCondes",LasCondes,UF60,245m2,2.0,4.0,
DepartamentoCERCANOALMETROESTACIÓNPADREHURTADO,EstaciónCentral,$320.00,50m2,2.0,1.0,
ARRIENDODEPTOSANJOAQUÍN1D+1B+0EST+0BOD35M2MT,SanJoaquín,$270.00,33m2,1.0,1.0,
ARRIENDODEPARTAMENTOESTUDIO.SANLUISINDEPENDENCIA,Independencia,$245.00,20m2,,1.0,
SeArriendaDepartamentoenVicuñaMackenna(89215),LaFlorida,$385.000-10%,,1.0,1.0,
"VIVETRANQUILO,CERCANOAMETROENQUINTANORMAL",QuintaNormal,$300.00,36m2,1.0,1.0,
LINDODEPARTAMENTOENARRIENDOEDIFICIOIMAGINA,Ñuñoa,$550.00,42m2,1.0,1.0,
ARRIENDODEPARTAMENTODOSDORMITORIOSCERRONAVIA,CerroNavia,$320.000-3%,55m2,2.0,1.0,
Arriendoestacióncentral2dormitorios1bañoESTAC,EstaciónCentral,$350.00,43m2,2.0,1.0,1
Arriendodeptolordcochrane209metromoneda,Santiago,$350.00,45m2,2.0,1.0,
ArriendodepartamentonuevoenSantiagoCentro,Santiago,$410.00,50m2,2.0,1.0,
Dpto.(casi)NuevoYungayAPasosDeParqueDeLos,Santiago,$330.000-13%,36m2,1.0,1.0,
"Departamento,calleLira.SantiagoCentro",Santiago,$500.000-4%,51m2,2.0,2.0,
Arriendodepartamentoamobladometrolasrejas,EstaciónCentral,$290.00,24m2,1.0,1.0,
DepartamentoNuevoenCondominioPlazaPerú,Recoleta,$400.00,3611m2,1.0,1.0,
Espectaculardepartamento,Independencia,$350.00,37m2,1.0,1.0,
DepartamentoenÑuñoa,Ñuñoa,$590.00,39m2,1.0,1.0,1
DepartamentoCONSTANTINOCONECUADOR,EstaciónCentral,$330.00,54m2,2.0,2.0,
Searriendadpto.apasosdelmetroToesca,Santiago,$300.00,,1.0,1.0,
DepartamentoENTREDIEGOPORTALESYAVELPERAL,PuenteAlto,$500.00,73m2,3.0,2.0,
DepartamentoMETROÑUBLE,Santiago,$460.00,62m2,3.0,2.0,
DEPARTAMENTOTucapelJiménez136,Santiago,$400.00,56m2,,2.0,
"Departamento,2dormitorios,2baños,55m2,Central,FranklinSantiago",Santiago,$465.00,55m2,2.0,2.0,
Arriendodepto2dorm+gg.ccincluido,LaCisterna,$360.00,42m2,2.0,1.0,
"DEPARTAMENTOVINTAGE/4D,2B/HOSPITALACHS/PROVIDENC",Providencia,$830.00,120m2,4.0,2.0,
"ArriendoDeptoEnSantaVictoria360,Santiago",Santiago,$499.000-6%,56m2,2.0,2.0,1
DEPARTAMENTOFernándezalbano,LaCisterna,$450.000-5%,64m2,2.0,2.0,
DepartamentosIndependientes,CerroNavia,$220.00,,2.0,1.0,
"DepartamentoNUEVODEPTO2D-2BMARIPOS,SANTIAGO,METROSANTAANA",Santiago,$605.00,70m2,2.0,2.0,
"30%Descuento!Nuevo,conestacionamientoMetroLoOvalle",LaCisterna,$460.00,55m2,3.0,1.0,1
LindodepartamentoapasosdelmetroSantaIsabel,Santiago,$350.00,,1.0,1.0,
DepartamentoenSanPetersburgo,SanMiguel,$330.000-6%,46m2,3.0,1.0,
DepartamentoenJoséUreta,Santiago,$300.00,27m2,1.0,1.0,
arriendodpto1dormitorio1bañometroparqueAlmagro,Santiago,$250.00,30m2,1.0,1.0,
DEPARTAMENTOPresidenteRiesco-ElGolf-ClubdeGolfLosLeones,LasCondes,$2.890.000,155m2,3.0,4.0,
"AmplioDpto,3D,Vitacura(96355)",Vitacura,UF36,,3.0,3.0,1
"Arriendodepartamento1d1b,EstaciónCentral(96562)",EstaciónCentral,$235.00,,1.0,1.0,
LACISTERNADEPTO3D-1B-EstyBodega(91594),LaCisterna,$590.00,,3.0,1.0,1
ArriendaundepartamentoNuevoenRecoleta(95239),Recoleta,$350.00,,1.0,1.0,
ARRIENDODEDEPARTAMENTOENÑUÑOA(93360),Ñuñoa,$270.000-7%,,1.0,1.0,1
ArriendoDeptoFloridaCenterMetroMirador(93881),LaFlorida,$490.000-2%,,2.0,2.0,1
Arriendodepartamento1D+1BmetroSantaLucía(23399),Santiago,$280.00,,1.0,1.0,
ArriendoDepto.EstiloMariposacon50%off(94384),LaFlorida,$285.000-50%,,2.0,2.0,1
EntornoVerde/Comodidadescompletas/Seguro(90272),LoBarnechea,UF46-6%,,4.0,3.0,2
ARRIENDODEDEPARTAMENTOENMAIPÚ(92121),Maipú,$450.00,,3.0,2.0,
DEPARTAMENTOMetroBellasArtes,Santiago,$300.000-17%,37m2,1.0,1.0,
ARRIENDODEPTODE1D/1BCONHOMEOFFICE(98144),Santiago,$350.00,,1.0,1.0,
Deptoenexcelenteubicaciónenelcentro(98402),Maipú,$500.00,,2.0,1.0,
"Hermoso1D/1B,Estybod-MetroSaMiguel(98503)",SanMiguel,$350.00,,1.0,1.0,1
ARRIENDODEPTODE1D-1B.METROBELLASARTES(98527),Santiago,$440.00,,1.0,1.0,
DEPARTAMENTOsantaclara349,LaCisterna,$300.00,35m2,1.0,1.0,
Departamento3D/2B+1EST/1BOD-MetroDepartamental,SanMiguel,$500.000-17%,,3.0,2.0,1
"Depto2Dorms1Baño50Mts2apasosM.Ecuador,Estac.Central",EstaciónCentral,$330.00,50m2,2.0,1.0,
SearriendadeptoenStaMaria(99158),Recoleta,$300.00,,1.0,1.0,
DEPARTAMENTOMetroBaquedano,Recoleta,$420.000-7%,38m2,1.0,1.0,
DepartamentoAV.SANTAROSA/METROSANMIGUEL,SanMiguel,$320.000-9%,40m2,,1.0,
ARRIENDODEPARTAMENTO3HAB3BAHUECHURABA,Huechuraba,$1.300.000,176m2,3.0,3.0,2
ArriendoDepartamentoMetroSantaLucía1D/1B,Santiago,$280.000-7%,18m2,1.0,1.0,
AmpliodepartamentoenMacul,Macul,$550.00,65m2,2.0,2.0,1
Searriendalindodeptoenvicuñamackenna#1947,Santiago,$750.00,63m2,2.0,2.0,1
DepartamentoenSanmiguel,SanMiguel,UF3.500,65m2,2.0,2.0,1
Departamento2d+1B+1Bodegay1Estacionamiento,Santiago,$440.00,50m2,2.0,1.0,
Ampliodepartamentoamoblado2d/2bmetroquilin,Macul,$600.00,67m2,2.0,2.0,
DepartamentoLÍDERMATUCANA/PARQUELOSREYES/PARQUE5ANORMAL,Santiago,$250.00,40m2,1.0,1.0,
"ExquisitoDpto,edificiofullequipadado,metro",Santiago,$320.00,35m2,1.0,1.0,Más
"DepartamentoÑuñoa,amplio,pisoparquet,c/estacionamiento",Ñuñoa,$850.00,85m2,3.0,2.0,1
"Depto2Dorms1BañoTerraza53Mts2salidaMetroEcuador,E.Central",EstaciónCentral,$300.000-9%,53m2,2.0,1.0,
DeptoMetroAgrícola1D/1B/1E,Macul,$299.000-4%,31m2,1.0,1.0,1
"DueñoArrienda1D+1BStudio,MetroPlazaAlmagro",Santiago,$270.00,24m2,1.0,1.0,
APASOSDELMETROPARQUEALMAGRO,Santiago,$390.00,48m2,2.0,1.0,1
ArriendoDepartamentoArturoPratSantiagoCentro,Santiago,$410.00,35m2,1.0,1.0,
DepartamentoSalvadorAllende(exSalesianos)SanMiguel,SanMiguel,$400.00,40m2,2.0,1.0,1
DiagonalVicuñaMackenna/MetroNuble,Santiago,$310.000-6%,35m2,1.0,1.0,
ARRIENDOAUNACUADRADELMETROFRANKLIN,Santiago,$310.000-6%,47m2,3.0,1.0,
DepartamentoenChile-España,LaCisterna,$360.000-5%,37m2,2.0,1.0,1
"LuminosoDepto1Dormitorio,BodyEstacionamiento",SanMiguel,$400.00,42m2,1.0,1.0,1
DepartamentoenGeneralGana,Santiago,$125.000-50%,30m2,1.0,1.0,
DepartamentoenAvenidaEcuador,EstaciónCentral,$450.00,53m2,2.0,2.0,1
DepartamentoenLordCochrane,Santiago,$480.00,48m2,2.0,2.0,
DepartamentoenChacabuco,Santiago,$125.00,25m2,1.0,1.0,
"ArriendoDepto1D,1B,1BcercaMetroToesca",Santiago,$320.00,45m2,1.0,1.0,
"DPTON°304,2D+2B+EST+BOD,CALLEBERLIN,SANMIGU",SanMiguel,$430.00,56m2,2.0,2.0,1
CercaAlMallYMetro|AEstrenar|Destacadasterminaciones,LaFlorida,$360.00,,1.0,1.0,
DEPARTAMENTOAmunategui//Rosas,Santiago,$260.00,20m2,1.0,1.0,
ArturoPrat-Studio-piso15,Santiago,$240.00,,1.0,1.0,
AlonsodeErcilla1D,Ñuñoa,$495.00,,1.0,1.0,1
DepartamentoMETROELLLANO.,SanMiguel,$399.00,39m2,1.0,1.0,
DEPARTAMENTOAvenidaCentenario,SanMiguel,$480.00,62m2,3.0,2.0,
DepartamentoSEGUNDAAVENIDA/GRANAVENIDA,SanMiguel,$330.000-15%,36m2,1.0,1.0,
DEPARTAMENTOAv.FernándezAlbano637,LaCisterna,$340.00,,2.0,1.0,
DEPARTAMENTOFernandoLazcano/ReyAlberto,SanMiguel,$569.00,58m2,2.0,2.0,
DEPARTAMENTORemodeladoBosquesdelaPirámide2estacionamientos,Huechuraba,$1.200.000,131m2,3.0,3.0,
DepartamentoCalleMapochoN°4643,QuintaNormal,$359.00,48m2,3.0,1.0,
DepartamentoCERCANOMETROPARQUEALMAGRO,Santiago,$350.000-3%,33m2,1.0,1.0,
DEPARTAMENTOMonjitas/JoséMigueldelaBarra,Santiago,$460.00,46m2,2.0,1.0,
DEPARTAMENTOARRIENDAFEDERICOSCOTTO/U.DESANTIAGO,EstaciónCentral,$300.00,,2.0,1.0,
DEPARTAMENTOALBERTOLLONA,Maipú,$400.00,50m2,2.0,1.0,
ARRIENDODEPTOMACUL1D+1B+0EST+1BOD32M2MTMACUL,Macul,$370.00,31m2,1.0,1.0,
ARRIENDODPTO.COMUNASANTIAGOECHAURREN,Santiago,$475.75,39m2,1.0,1.0,
Av.JoséPedroAlessandri/MallPortalÑuñoa(96369),Ñuñoa,$420.00,,1.0,1.0,
ARRIENDODEPARTAMENTO3HAB1BASANMIGUEL,SanMiguel,$320.00,64m2,3.0,1.0,
ESTRENADEPARTAMENTOENMACULDE38M2,Macul,$400.00,38m2,1.0,1.0,1
MODERNODEPARTAMENTO1DENSANMIGUEL,SanMiguel,$280.00,31m2,1.0,,
ArriendodepartamentoNuevoEstaciónCentral2D+2B,EstaciónCentral,$370.000-2%,54m2,2.0,2.0,
"Dpto1dormitorio+estacionamiento,sanmiguel",SanMiguel,$380.00,,1.0,1.0,1
ELMOLINODisponibilidadinmediata-lindavista-,Independencia,$300.00,50m2,3.0,1.0,
01Habitación01Baño-MetroSTAANA,Santiago,$300.00,33m2,1.0,1.0,
DEPARTAMENTOMetroIrarrázaval,Santiago,$310.000-6%,30m2,1.0,1.0,
"SeArriendaLindoDepartamentoNuevo,SectorCanaldelaLuzyElPeral,ComunadePuenteAlto.",PuenteAlto,$600.00,,3.0,2.0,1
Estupedodepartamento,LaFlorida,UF15,63m2,2.0,2.0,1
"DPTON°B-309,1D+1B,SANTAELENA,METROÑUBLE",Santiago,$290.00,32m2,1.0,1.0,
Dpto3D/2BEstacyBodegaMetroMirador,LaFlorida,$500.00,,3.0,2.0,1
"DepartamentoenSanMiguel,sectorelllano",SanMiguel,$600.000-4%,70m2,2.0,2.0,1
Eliodoro3D,Providencia,$860.00,,3.0,2.0,1
DepartamentoenHuerfanos,Santiago,$270.000-4%,33m2,1.0,1.0,
DepartamentoLoBarnechea(84426),LoBarnechea,UF20-9%,,1.0,1.0,
ArriendoDptoAmobladoenstgocentro(92755),Santiago,$480.00,,1.0,1.0,
Arriendodepto.Av.Ecuadora500mtsdeUSACH(94145),EstaciónCentral,$200.00,,1.0,1.0,
"JuanMontalvo,excelenteubicación(94440)",LasCondes,$1.300.000,,,,
ArriendoMetroRepública(89542),Santiago,$480.000-13%,,2.0,2.0,
EXCELENTE!2DORM/1BAÑO/ESTACIO.YBODEGA(92218),LaFlorida,UF11,,2.0,1.0,1
Arriendodepto.Av.VicuñaMackenna(79085),LaFlorida,$510.00,,2.0,2.0,1
DEPARTAMENTOProvidenciaconSantaMagdalena,Providencia,$480.00,38m2,1.0,2.0,
ArriendoPreciosoDepartamento,Santiago,$380.000-5%,40m2,2.0,1.0,
Arriendodepartamentoexcelenteubicación(98510),Macul,$380.00,,1.0,1.0,
DEPARTAMENTOMetroEcuador,EstaciónCentral,UF10-19%,50m2,2.0,1.0,
NuevaAndrésBello-CCapitanBynon(31505),Independencia,$350.00,,2.0,1.0,
Semiamobladodepto2h1b(97711),EstaciónCentral,$350.00,,2.0,1.0,1
ARRIENDODEPTO2D2BCONESTACENSANMIGUEL(97883),SanMiguel,$470.000-2%,,2.0,2.0,1
DEPARTAMENTOSanMiguel-2DormitoriosenArriendo,SanMiguel,$430.00,55m2,2.0,2.0,
DEPARTAMENTOEleuterioRamirez/SanFrancisco/Tarapacá,Santiago,$330.00,38m2,2.0,1.0,
DEPARTAMENTOppprado,QuintaNormal,$550.00,47m2,3.0,1.0,
DEPARTAMENTOAv.Ecuador/METROECUADOR,EstaciónCentral,$280.00,36m2,1.0,1.0,
NOPAGACORRETAJESeArriendadptode2Dormitorios1baño,Santiago,$370.000-3%,,2.0,1.0,
ENPROMOCIONSeArriendaDeptoDe2Dormitorios1Baño,Santiago,$380.000-3%,,2.0,1.0,1
DEPARTAMENTOeyzaguirre,Santiago,$350.00,38m2,,1.0,
DEPARTAMENTOCercanoaestacióndeMetroRodrigodeAraya,SanJoaquín,$660.000-3%,78m2,3.0,2.0,
"DEPARTAMENTOAvenidaRecoleta/METROCEMENTERIOS/3D/2B,conestacionamientoybodega",Recoleta,$520.000-5%,74m2,3.0,2.0,
DEPARTAMENTOVicuñaMackenna669,LaCisterna,$185.00,,2.0,1.0,
DEPARTAMENTOLosAndesdeVioletaParra4162,QuintaNormal,$250.00,,1.0,1.0,
"DepartamentoCURICO,MARINSTAROSA",Santiago,$430.00,40m2,,1.0,
DepartamentoAARGOMEDO,Santiago,$340.00,36m2,1.0,1.0,
DEPARTAMENTOLíaAguirre384,LaFlorida,$160.00,,1.0,1.0,
DEPARTAMENTORupanco/PuntaArenas,LaFlorida,$550.00,69m2,3.0,2.0,
DEPARTAMENTORencapedralbes,Renca,$450.00,57m2,3.0,2.0,
SeArriendadptode1dormitorio1bañoenHuechuraba,Huechuraba,$420.00,,1.0,1.0,
DEPARTAMENTOZañartu980,Ñuñoa,$379.97,37m2,1.0,1.0,
DepartamentoAVECUADOR/METROECUADOR,EstaciónCentral,$202.50,38m2,1.0,1.0,
"DEPARTAMENTO2dormitorios,2baños,bodegayestacionamientoVillaMacul",Macul,$570.00,60m2,2.0,2.0,
ARRIENDODEPTOSANJOAQUÍN2D+2B,SanJoaquín,$370.000-14%,,2.0,2.0,1
DEPARTAMENTOMatucanaChacabuco,Santiago,$445.00,55m2,2.0,2.0,
DEPARTAMENTOFrankfort5071comunadeSanMiguel,SanMiguel,$300.00,,1.0,1.0,
DEPARTAMENTOENARRIENDOPRIMERPISO,Cerrillos,$500.000-2%,65m2,3.0,2.0,1
ARRIENDODEPARTAMENTOAMOBLADOLASCONDES,LasCondes,$850.00,50m2,1.0,2.0,1
HERMOSODEPARTAMENTOENLASCONDES2DORMITORIOS2B1E1BO,LasCondes,$1.900.000,95m2,2.0,2.0,1
Hermosodepartamentoconpiscinaytobogan,LaFlorida,$490.00,58m2,3.0,2.0,1
ArriendodepartamentoNuevoEstaciónCentral2D+2B,EstaciónCentral,$370.000-2%,54m2,2.0,2.0,
DeptocomonuevoenedificiopasosdemetroÑuble,Ñuñoa,$370.00,38m2,1.0,1.0,
"Depto2Hab,1BañoArriendaSuDueñoSinComision",Santiago,$310.00,40m2,2.0,1.0,
ARRIENDODEPTODE2D1BCERCANOAMETROLOOVALLE,LaCisterna,$390.00,45m2,2.0,1.0,
DepartamentoenChacabuco,Santiago,$125.00,24m2,1.0,1.0,
DPTO.2DORMITORIOSCONESTACIONAMIENTOINCLUIDO,Santiago,$440.00,46m2,2.0,2.0,1
"ArriendaEspectacularDepto.2D+2B,excelentesinstalaciones,comunaLaFlorida",LaFlorida,UF460.000-8%,60m2,2.0,2.0,1
DepartamentoenAvenidaMaríaRozasVelásquez,EstaciónCentral,$250.00,28m2,1.0,1.0,
DepartamentoenAbtao,EstaciónCentral,$250.00,29m2,1.0,1.0,
DepartamentoenZenteno,Santiago,$320.000-9%,25m2,1.0,1.0,
ArgomedoSantaIsabel2D,Santiago,$520.00,,2.0,2.0,1
TerceraAvenida-1D-MetroDepartamental,SanMiguel,$250.00,,1.0,1.0,
"3dormitorios,metroLoVial",SanMiguel,$620.00,85m2,3.0,2.0,1
Habiteenuncondominioagradableyarmonioso(96805),Macul,$500.00,,2.0,2.0,1
ESPECTACULARDEPARTAMENTOENÑUÑOA(77357),Ñuñoa,$900.000-5%,,2.0,2.0,1
DepartamentoSantiagoCentro(90304),Santiago,$300.00,,1.0,1.0,
"ARRIENDOdpto2D,2BMaculCENTRO(13478)",Macul,$495.000-8%,,2.0,2.0,1
DepartamentoenArturoPrat,LaCisterna,$290.00,32m2,1.0,1.0,
ARRIENDODEPTOESTUDIOENMETROSANTAISABEL(98386),Santiago,$230.00,,,1.0,
Arriendoimpecablepromoción(98776),EstaciónCentral,$279.00,,1.0,,
"Arriendoamoblado,vitacura,",Vitacura,UF52,174m2,4.0,4.0,2
DEPARTAMENTOAvPresidenteBalmaceda/Libertad,Santiago,$280.000-7%,35m2,1.0,1.0,
DEPARTAMENTOMapocho3549,QuintaNormal,$440.00,47m2,3.0,2.0,
"DEPARTAMENTOEsmeralda7001,LaCisterna.",LaCisterna,$325.00,34m2,1.0,1.0,
"DEPARTAMENTOEsmeralda7001,LaCisterna.",LaCisterna,$325.00,34m2,1.0,1.0,
"DEPARTAMENTOEsmeralda7001,LaCisterna.",LaCisterna,$375.00,45m2,2.0,1.0,
DEPARTAMENTOMETROManuelMontt,Providencia,$625.00,42m2,1.0,1.0,
DEPARTAMENTOMACUL,Macul,$570.00,67m2,2.0,2.0,
SEARRIENDADEPARTAMENTONUEVODE2D2BMETROEINSTEIN,Recoleta,$460.00,52m2,2.0,2.0,
PROMO2MESES$340.000DPTO2HAB+1BAECUADOR,EstaciónCentral,$360.00,,2.0,1.0,
"ArriendoDpto3D2ByEstacionamiento,MetroSimon",Ñuñoa,$790.00,70m2,3.0,2.0,1
DEPARTAMENTOCamiloHenriquez,Santiago,$350.00,,1.0,1.0,
SINCOMISIÓNDEPARTAMENTO1DORMITORIOMETROTOESC,Santiago,UF7-2%,27m2,1.0,1.0,1
"ARRIENDODEPTO1DORM1BA1EST1BODSALVADOR,PROVIDENCIA",Providencia,$620.00,42m2,1.0,1.0,1
ArriendodptoenlaCisterna,LaCisterna,$430.00,57m2,2.0,2.0,
Depto.SantiagoCentrounacuadradeMetroAlmagro,Santiago,$350.00,41m2,1.0,1.0,
"AmplioDpto.1DaEstrenar,GranVista-M.Conchalí",Independencia,$345.00,37m2,1.0,1.0,
Departamentoexcelenteubicación2d-1b-estacionami,LaFlorida,$450.00,53m2,2.0,1.0,1
RebajadoDepartamentoenRepública,Santiago,$290.00,40m2,1.0,1.0,
"Departamento3D,2B",Santiago,$590.00,60m2,3.0,2.0,1
Merced/ParqueForestal/MetroBaquedano/TodoIncluido,Santiago,$350.00,25m2,1.0,1.0,
"Departamento,CoronelAlvarado2505(conEstacionamiento)",Independencia,$450.00,48m2,2.0,1.0,1
"Departamentonuevo,semiamoblado",Santiago,$350.00,42m2,1.0,1.0,
A3cuadrasdemetroUdeChile/Alameda-HomestudioDeptoestudio,Santiago,$230.00,21m2,1.0,1.0,
ArriendoEleganteDepartameto2DormitoriosAmobladoLasCondesElGolf,LasCondes,$2.200.000,90m2,2.0,2.0,1
DepartamentoenArgomedo,Santiago,$410.000-5%,40m2,1.0,1.0,1
DepartamentoSalvadorAllende(exSalesianos)SanMiguel,SanMiguel,$400.00,40m2,2.0,1.0,1
PINTORCICARELLI-AMOBLADO,SanJoaquín,$380.00,,2.0,1.0,
"LoftfrentePlazaBrasil,2D+1B",Santiago,$450.00,,2.0,1.0,
ArturoPrat-Studio-piso15,Santiago,$240.00,,1.0,1.0,
DEPARTAMENTOCoronelSouper4250,EstaciónCentral,$285.12,38m2,1.0,1.0,
DEPARTAMENTOCoronelSouper4250,EstaciónCentral,$285.02,38m2,1.0,1.0,
"DEPARTAMENTOFermínVivaceta,Duplex2dormitorios,2baños,Independencia",Independencia,$390.00,58m2,2.0,2.0,
"DEPARTAMENTOVicuñaMackenna1432,Ñuñoa.",Ñuñoa,$500.00,52m2,2.0,2.0,
DEPARTAMENTOMetroSanAlbertoHurtado,EstaciónCentral,$255.000-7%,36m2,1.0,1.0,
DEPARTAMENTOValleMonasterio,LoBarnechea,UF55,208m2,3.0,3.0,
